text,created_time,hashtags,shareCount,mentions,commentCount,playCount,collectCount,diggCount,num_mentions,topic
"‍♀️ ‍♀️ not my choice!!  It’s getting hotter and training in trackies is just not comfortable! So respectfully…I’ll be in my shorts ❤️ Top is @Sweaty Betty   (I don’t have a privacy cover because I need to track output - especially whilst I train, please try to understand and consider this ❤️)  #catheter #chronicpain #disabilitytiktok #bodypositivity #GymTok #gymmotivation #medicaltiktok #sweatybetty ",2025-03-26,"catheter, chronicpain, disabilitytiktok, bodypositivity, GymTok, gymmotivation, medicaltiktok, sweatybetty",5565,@Sweaty Betty,13700,12000000,11800,884400,1,"""Everyday Style"""
"I can promise u this is not just  a viral trend for me, this will go into regular rotation !!!! SO GOOD  #healthymeals #healthylunch #mealprep #viral #picklewich #summermeals",2025-05-29,"healthymeals, healthylunch, mealprep, viral, picklewich, summermeals",2195,,115,138600,4854,10700,0,"""Everyday Style"""
"Imagine a kitchen where your countertop is not just a surface but also a fully functional cooking station—with no visible burners or clutter. You place your cookware directly on the countertop, and within seconds, it heats up, allowing you to cook just as you would on a traditional stove. When you lift the cookware and touch the same spot, the surface remains cool, completely safe to the touch. No residual heat, no risk of burns—just a seamless, modern cooking experience. This is the power of Invisacook, an advanced invisible induction cooktop installed beneath the countertop. Using magnetic induction technology, it transfers heat directly to the cookware while keeping the countertop itself unaffected. This means you can cook, move your pots and pans freely, and still use your countertop as a regular workspace when you're done—no bulky appliances, no wasted space. Beyond just functionality, Invisacook redefines kitchen design by offering a sleek, minimalist aesthetic that blends innovation with luxury. This cutting-edge solution gives you more space, more flexibility, and a safer, more elegant way to cook. #invisacook_europe #invisacook #kitchendesign #invisiblecooktop #interiordesign #invisiblecooking #ceramic #ceramiccountertops #ceramiccountertopwithinductionhob #invisibleinduction #invisibleinductioncooking #ceramic12mm #ceramiccountertop #invisibleinductiontehnology #invisibleinductionkitchens #luxurykitchen #luxurykitchendesign  #ceramictable #diningtable #diningtabledesign  #kitchenisland #kitchenislanddesign #kitchenislandwithhob #dekton ",2025-04-04,"invisacook_europe, invisacook, kitchendesign, invisiblecooktop, interiordesign, invisiblecooking, ceramic, ceramiccountertops, ceramiccountertopwithinductionhob, invisibleinduction, invisibleinductioncooking, ceramic12mm, ceramiccountertop, invisibleinductiontehnology, invisibleinductionkitchens, luxurykitchen, luxurykitchendesign, ceramictable, diningtable, diningtabledesign, kitchenisland, kitchenislanddesign, kitchenislandwithhob, dekton",71700,,3226,8000000,49900,318900,0,"""Everyday Style"""
This is not to be shady just something I noticed#robloxfyp #roblox #robloxgames #forsaken #forsakenroblox ,2025-05-29,"robloxfyp, roblox, robloxgames, forsaken, forsakenroblox",1043,,838,170400,3774,16800,0,"""Everyday Style"""
"Field Notes – Entry #210 Location: Edge of the ornamental pond, Marrow Gardens, late afternoon after rain Species: Rosarachne praenobilis I spotted it poised atop a single slender stem, a striking sight even among the lush border plantings. At first glance it appeared to be an elaborate blossom: wide lavender petals opening outward, crowned by a dense, tightly furled rosebud at the center. Only on closer inspection did the deception reveal itself—the outer petals were genuine enough, but peeking just beneath the central bloom were thin, jointed legs, delicate and crablike, anchoring the creature to its perch. The central rosebud quivered, then pulsed. In a strange, swift sequence, the petals pulled inward, wrapping the heart of the flower tight again, as though bracing against some invisible threat. Just as suddenly, it unfurled—this time wider, more triumphant, the deeper pink core bursting open in layered spirals of silken petal. Somewhere hidden within, beneath the folds of the bloom, the creature’s true head remained unseen—sheathed inside its living disguise. The limbs never retreated, remaining visible under the opened flower, subtle and alert. Among the local horticulturists, Rosarachne praenobilis is known as “the Keeper’s Bloom.” An old story claims these creatures once guarded sacred ponds, ensuring only the deserving could reach the waters. Watching it now, perfectly balanced between stillness and bloom, it is not hard to believe. . More at @oleg.pars . #pokemon #aiartcommunity #vfx #ai #impossible #plantsvszombies #pvz #camping #mantis #bloom #morning #impossiblecreatures #natgeo #nationalgeographic #handcam #fakemon #aiartists #shock #stablediffusion #olegpars #digitalart #midjourneyart #creativecoding  #reportage #storytelling #midjourneygallery #artoftheday #conceptart ",2025-04-29,"210, pokemon, aiartcommunity, vfx, ai, impossible, plantsvszombies, pvz, camping, mantis, bloom, morning, impossiblecreatures, natgeo, nationalgeographic, handcam, fakemon, aiartists, shock, stablediffusion, olegpars, digitalart, midjourneyart, creativecoding, reportage, storytelling, midjourneygallery, artoftheday, conceptart",158300,,6992,7300000,40200,347000,0,"""Everyday Style"""
China  - Guys this is not my political opinion and just for entertainment purposes. #fyp #china #edit #beijing #xijingping #country #chinese #shanghai #economy #growth ,2025-04-26,"fyp, china, edit, beijing, xijingping, country, chinese, shanghai, economy, growth",37800,,12700,5700000,91800,726500,0,"""Everyday Style"""
please pray for baby #baby not cry #chest physiotherapy #newborn #babylover #this is not unethical just for baby #chest #newborn ,2025-03-18,"baby, chest, newborn, babylover, this, chest, newborn",116300,,60400,94200000,79200,1300000,0,"""Everyday Style"""
"#PARKJIHOON - HAPPY BIRTHDAY! 00:00  ~ Dear Jihoon, this edit is not perfect to tell you that this is my gift for you, but i don't have anything better. By this edit i wanted to thank you beacuse you saved me... in time when i didn't have anyone you came in and make me postitive... you have that aura that no one else have. You're kindest person i ever met, not just kind, funny, cool, cute, optimistic person. Your smile makes me happy and i want to smile. I love you  so much by my whole heart. I hope that i would never stop loving you and that i'll stay by your side forever. Please never stop your carrier and never stop smiling.. if the world would be against you i would stay by your side. Never stop smiling! :) I really love you  I hope i'll celebrate your next birthday with you too!  // @0529.jihoon.official #parkjihoon #parkjihoonedit #parkjihoonbirtday #happybirthday #hb #jihoon #jihoonie #jihoonedit #wannaone #weakheroclass1 #sieun #kdrama #kpop #w1 #viral #fyp ",2025-05-28,"parkjihoon, parkjihoon, parkjihoonedit, parkjihoonbirtday, happybirthday, hb, jihoon, jihoonie, jihoonedit, wannaone, weakheroclass1, sieun, kdrama, kpop, w1, viral, fyp",6134,@0529.jihoon.official,405,211300,8233,55500,1,"""Everyday Style"""
List of my makeup products: - Hydrating primer from @Maybelline NY  - ⁠Color corrector from @NARS Cosmetics [Shade: Magic Hour] - Double wear Foundation from @Estée Lauder [Shade: 4N2 - Spiced Sand] - Creamy concealer from the brand: @NARS and bought from the store: @ARC Store [Shade: Biscuit] - ⁠Contour Stick from @Fenty Beauty [Shade: Truffle 04] - ⁠Liquid Blush from @SHEGLAM [Shade: Devoted] - Loose powder from @yardleylondonsa [Shade: Medium Beige] - Setting spray (fix +) from @maccosmetics  #eczema #eczemalife #pigmentation #colorcorrector,2025-05-28,"eczema, eczemalife, pigmentation, colorcorrector",29,"@Maybelline NY, @NARS Cosmetics, @Estée Lauder, @ARC Store, @Fenty Beauty, @SHEGLAM, @maccosmetics",25,48600,126,2721,7,"""Style Finds"""
I’m not shaming any groomers this is just a funny video! 1. It was the goomers first day 2. Hes not matted he has very curly hair and it looks more fluffy because it was brushed. He is groomed every 2 months.  3.he was left like this for one day. Was taken to another local groomer and was taken care of no problem 4.hes a service dog and not aggressive whatsoever. He’s the best dog we have ever had ,2025-05-13,,483400,,6208,13400000,87500,2200000,0,"""Everyday Style"""
this is not a drill  nintendo just released the v2.0.7 update to animal crossing: new horizons today  #animalcrossing #acnh #animalcrossingnewhorizons #nintendo #animalcrossingupdate ,2025-05-29,"animalcrossing, acnh, animalcrossingnewhorizons, nintendo, animalcrossingupdate",766,,117,135600,423,7204,0,"""Everyday Style"""
"We tried Lulu because her seller told me she had a pony that might be a good fit for Teagan, but she didn’t have a finished lead change. That’s all we knew before we met her.  We showed up not knowing what the pony looked like, whether it was a mare or gelding, its age, or anything else. But when Taegan got on, she was more relaxed than she had been on a pony in a while. She wasn’t her favorite pony we tried, but every one of my friends who watched the videos that day said she just looked so comfortable.  They did a few jumps, just in a warmup ring, and off the right lead they disagreed on a distance… not once, not twice… but 3 times! What did Lulu do? She kept saying “that’s okay, we can do it kid!” And went over every time.  Taegan is 7. She is going to make many mistakes as she learns. Not every small pony will jump your kid out of a sticky situation at a 2’3” oxer, but this one will, and we are so lucky she’s ours. ",2025-05-29,,14,,21,34400,51,3860,0,"""Everyday Style"""
"details ⤵️ outfit from @Women‘s Best | dc: « coralie » just exercises to prioritize : FOR SNATCHED WAIST / FLAT STOMACH: • if you need to lose fat: slight caloric deficit • to have a smaller waist, prioritize CORE workout rather than crunches = deep abs • genetics is also an important point (if you gain fat easily in this area or not) FOR SIX PACK ABS : • if you need to lose fat: slight caloric deficit • focus on crunches to work the rectus abdominis = superficial abs • genetics is also an important point (if you gain fat easily in this area or not) The shape of your abs is also due to your genetics SOOOO : • one will work more on the rectus abdominis (superficial abs aka ""six pack"") = crunch type exercises • the other will target the deep muscles of your abdominal strap (mainly the deep muscles like the transverse) = deep core exercises we can of course work on both + genetics and your lifestyle will have a big impact :)  And you what's your goal ? #core #coreworkout #snatchedwaist #gymtips #gymgirl #fitnessmotivation #abworkout",2025-05-12,"core, coreworkout, snatchedwaist, gymtips, gymgirl, fitnessmotivation, abworkout",55300,@Women‘s Best,1128,8200000,421300,617400,1,"""Everyday Style"""
"Bro did NOT like that   (ChatGPT core part 2) [THIS IS JUST A SKIT, I DID NOT GET BANNED] #trend #xyzbca #fyp #viral #zyxcba #chatgpt #trending #ai #chatgptcore #chatgptfunny #aicore",2025-05-27,"trend, xyzbca, fyp, viral, zyxcba, chatgpt, trending, ai, chatgptcore, chatgptfunny, aicore",79400,,3480,5500000,89700,789000,0,"""Everyday Style"""
"ကိုယ်တွေတုန်း “Queen never cry” ဆိုပြီးစောင်းတင်တာမှတ်မိပေမယ့်…Please know that you're not alone. So many of us are standing with you, inspired by your bravery and your light. This is not the end — it’s just the beginning of a new, even more meaningful #missgrandinternational2024 #resign #missgrandinternational #missgrandindia #rachelgupta #missgrandindia2024 #resgination#dethrone #feedapageantry #rachelgupta ",2025-05-29,"missgrandinternational2024, resign, missgrandinternational, missgrandindia, rachelgupta, missgrandindia2024, resgination, dethrone, feedapageantry, rachelgupta",235,,136,159800,365,13600,0,"""Everyday Style"""
for everyone in the comments its not about me its just in general <33 @# #fyp #foryoupage #foryou #relatable #relapsing #sorr ,2025-03-06,"fyp, foryoupage, foryou, relatable, relapsing, sorr",15200,@#,4634,6000000,106100,1100000,1,"""Summer Trends"""
"What’s left when your hands forget how to make? Deep in the gnarled spine of northern Romania, where the air smells of fir resin and time is measured by the rhythm of tools on timber, old men still coax life out of wood with nothing but a blade, their knees, and a prayer. It’s not for beauty—they’ll tell you, chuckling like men who’ve danced with storms—it’s for the roof over your head, the roof over God’s head. Each shingle, split with monk-like patience, shaped with a knife kissed by callus and conviction, is a sliver of soul offered to shelter. This is a craft born not from manuals, but from watching your grandfather’s knuckles bleed in the frost, from understanding how a linden plank yields only when spoken to with reverence. The knife—held in two hands like a communion chalice—doesn’t just slice; it converses with the grain, persuades, seduces. Every motion a negotiation with nature, every curl of wood a verse of an unwritten poem. Machines could do it faster, yes. But this? This is about rhythm, not result. It’s about loving your labor so fiercely, so irrationally, that you’d rather grow old with it than get rich without it. What do we lose when we stop making things with our hands? When our roofs are no longer born from sweat but from sterile factories? In these shingles lie secrets and sorrow, storm-warnings and lullabies. They don’t just protect—they witness. Who taught us to worship efficiency over essence? And when did we forget that the soul, too, is carved with a blade and shaped with both hands? Video by @Florin Moldovan  [ Romanian Crafts, Bucovina Traditions, Wooden Shingles, Heritage Roofing, Rural Artisans, Manual Craftsmanship, Woodworking Traditions, Carved Roofs, Village Life, Timber Culture, Folk Architecture, Carpentry Skills, Old Techniques, Hands-On Heritage, Craftsmanship Legacy, Traditional Skills, Carpathian Villages, Ancestral Tools, Romanian Folklore, Slow Living ] #romania #travel #craftsmanship #villagelife",2025-05-29,"romania, travel, craftsmanship, villagelife",36,@Florin Moldovan,19,175100,117,1345,1,"""Everyday Style"""
"#PARKJIHOON - HAPPY BIRTHDAY! 00:00  ~ Dear Jihoon, this edit is not perfect to tell you that this is my gift for you, but i don't have anything better. By this edit i wanted to thank you beacuse you saved me... in time when i didn't have anyone you came in and make me postitive... you have that aura that no one else have. You're kindest person i ever met, not just kind, funny, cool, cute, optimistic person. Your smile makes me happy and i want to smile. I love you  so much by my whole heart. I hope that i would never stop loving you and that i'll stay by your side forever. Please never stop your carrier and never stop smiling.. if the world would be against you i would stay by your side. Never stop smiling! :) I really love you  I hope i'll celebrate your next birthday with you too!  // @0529.jihoon.official #parkjihoon #parkjihoonedit #parkjihoonbirtday #happybirthday #hb #jihoon #jihoonie #jihoonedit #wannaone #weakheroclass1 #sieun #kdrama #kpop #w1 #viral #fyp ",2025-05-28,"parkjihoon, parkjihoon, parkjihoonedit, parkjihoonbirtday, happybirthday, hb, jihoon, jihoonie, jihoonedit, wannaone, weakheroclass1, sieun, kdrama, kpop, w1, viral, fyp",6134,@0529.jihoon.official,406,211300,8233,55500,1,"""Everyday Style"""
List of my makeup products: - Hydrating primer from @Maybelline NY  - ⁠Color corrector from @NARS Cosmetics [Shade: Magic Hour] - Double wear Foundation from @Estée Lauder [Shade: 4N2 - Spiced Sand] - Creamy concealer from the brand: @NARS and bought from the store: @ARC Store [Shade: Biscuit] - ⁠Contour Stick from @Fenty Beauty [Shade: Truffle 04] - ⁠Liquid Blush from @SHEGLAM [Shade: Devoted] - Loose powder from @yardleylondonsa [Shade: Medium Beige] - Setting spray (fix +) from @maccosmetics  #eczema #eczemalife #pigmentation #colorcorrector,2025-05-28,"eczema, eczemalife, pigmentation, colorcorrector",29,"@Maybelline NY, @NARS Cosmetics, @Estée Lauder, @ARC Store, @Fenty Beauty, @SHEGLAM, @maccosmetics",24,48600,126,2721,7,"""Style Finds"""
"ကိုယ်တွေတုန်း “Queen never cry” ဆိုပြီးစောင်းတင်တာမှတ်မိပေမယ့်…Please know that you're not alone. So many of us are standing with you, inspired by your bravery and your light. This is not the end — it’s just the beginning of a new, even more meaningful #missgrandinternational2024 #resign #missgrandinternational #missgrandindia #rachelgupta #missgrandindia2024 #resgination#dethrone #feedapageantry #rachelgupta ",2025-05-29,"missgrandinternational2024, resign, missgrandinternational, missgrandindia, rachelgupta, missgrandindia2024, resgination, dethrone, feedapageantry, rachelgupta",235,,138,159800,365,13600,0,"""Everyday Style"""
"What’s left when your hands forget how to make? Deep in the gnarled spine of northern Romania, where the air smells of fir resin and time is measured by the rhythm of tools on timber, old men still coax life out of wood with nothing but a blade, their knees, and a prayer. It’s not for beauty—they’ll tell you, chuckling like men who’ve danced with storms—it’s for the roof over your head, the roof over God’s head. Each shingle, split with monk-like patience, shaped with a knife kissed by callus and conviction, is a sliver of soul offered to shelter. This is a craft born not from manuals, but from watching your grandfather’s knuckles bleed in the frost, from understanding how a linden plank yields only when spoken to with reverence. The knife—held in two hands like a communion chalice—doesn’t just slice; it converses with the grain, persuades, seduces. Every motion a negotiation with nature, every curl of wood a verse of an unwritten poem. Machines could do it faster, yes. But this? This is about rhythm, not result. It’s about loving your labor so fiercely, so irrationally, that you’d rather grow old with it than get rich without it. What do we lose when we stop making things with our hands? When our roofs are no longer born from sweat but from sterile factories? In these shingles lie secrets and sorrow, storm-warnings and lullabies. They don’t just protect—they witness. Who taught us to worship efficiency over essence? And when did we forget that the soul, too, is carved with a blade and shaped with both hands? Video by @Florin Moldovan  [ Romanian Crafts, Bucovina Traditions, Wooden Shingles, Heritage Roofing, Rural Artisans, Manual Craftsmanship, Woodworking Traditions, Carved Roofs, Village Life, Timber Culture, Folk Architecture, Carpentry Skills, Old Techniques, Hands-On Heritage, Craftsmanship Legacy, Traditional Skills, Carpathian Villages, Ancestral Tools, Romanian Folklore, Slow Living ] #romania #travel #craftsmanship #villagelife",2025-05-29,"romania, travel, craftsmanship, villagelife",36,@Florin Moldovan,20,175100,117,1345,1,"""Everyday Style"""
I don’t think so,2025-04-19,,812,,2606,2900000,15400,212400,0,"""Everyday Style"""
"✨ Bargain alert at M&S! Who said M&S had to break the bank? @Marks & Spencer These soups are only 65p each — cheaper than most supermarket own brands but ten times more delicious. The tomato one is elite ❤️ Don’t sleep on their Remarkable Value range, besties! #BargainBandita #MAndSFinds #TomatoSoupGoals #BougieOnABudget #HiddenGems #CheapEatsUK #SmartShopping #BargainQueen #GroceryHack #tiktokmademebuyit ",2025-05-28,"bargainbandita, mandsfinds, tomatosoupgoals, bougieonabudget, hiddengems, cheapeatsuk, smartshopping, bargainqueen, groceryhack, tiktokmademebuyit",1,@Marks & Spencer,41,6851,12,75,1,"""Fresh Finds"""
The only real question is which one are you picking?  #marksandspencer #icecream #heatwave ,2025-05-14,"marksandspencer, icecream, heatwave",60,,14,324700,63,1532,0,"""Summer Style"""
"Summer 2025? Think ❤️ stick around to see our brand ambassador Judy's fave picks. * Though we’ve paused taking orders via our website and app for now, you can still shop in store – our brilliant colleagues look forward to seeing you. #Mandsfashion #shopMarkandspencer #favepicks #Markandspencer",2025-04-29,"mandsfashion, shopmarkandspencer, favepicks, markandspencer",56,,12,570600,32,647,0,"""Style Finds"""
sandwiches for breakfast/lunch and dinner it is  #mands #bargain #bargainshopping #marksandspencer @Marks & Spencer ,2025-05-21,"mands, bargain, bargainshopping, marksandspencer",6180,@Marks & Spencer,363,329900,2412,51000,1,"""Summer Style"""
Forever my favourite affordable perfumes from @Marks & Spencer - and if you say they don’t last you’re not doing it right  #affordablebeauty #affordableperfume #marksandspencer #perfumetiktok #affordableluxury ,2025-04-05,"affordablebeauty, affordableperfume, marksandspencer, perfumetiktok, affordableluxury",1596,@Marks & Spencer,30,235400,5886,8534,1,"""Style Finds"""
Think I’m going to give up on M&S Summer clothes  What do you guys think on the clothing if your curvy??  #marksandspencer #fittingrooms #fittingroom #midsizegal #midsizetiktok #midsizefashion #curvystyle #curvyoutfits #tryonhaul #holidayoutfit #summeroutfit #marksandspencerhaul #highstreetfashion #mumsoftiktok #mumstyle #relatable #badbodyimage #bodyimage #insecure #flatteringoutfit #jeanstryon ,2025-04-24,"marksandspencer, fittingrooms, fittingroom, midsizegal, midsizetiktok, midsizefashion, curvystyle, curvyoutfits, tryonhaul, holidayoutfit, summeroutfit, marksandspencerhaul, highstreetfashion, mumsoftiktok, mumstyle, relatable, badbodyimage, bodyimage, insecure, flatteringoutfit, jeanstryon",38,,52,226200,301,2683,0,"""Seasonal Style"""
"Some of this humbled me MASSIVELY!!! , I didn’t feel great coming out of the fitting rooms today  I find shopping in early summer/spring quite humbling and it feels alien to wear lighter clothes again. I also think when you have a lower tummy pouch- it’s so hard to find clothing that is lightweight but also supportive!  Having larger hips and a smaller frame can make buying trousers SO hard! It’s also tricky to find denim shorts that don’t eat my crotch and are not too short- but also don’t look like skater shorts  Some people pull that look off but NOT for me   Anyway sometimes it will be like that in the fitting room! And also don’t be disheartened if your first summer try on feels a bit triggering as I promise you we all feel like that!  I’m now on the hunt for lightweight but supportive clothing for lower tummies  I am officially on the case   It’s not you ladies ITS THE CLOTHES ….Thats my story and I’m sticking to it! #marksandspencer #marksandspencerclothing #marksandspencertryon #contentcreator #midsizefashion #fittingroom #fittingroomstories #relatable #badbodyimage #bodyimage #stylingtips #tryonhaul #tryon #springoutfit #springstyle #styling #stylingoutfits #summeroutfit #outfitinspo #outfitideas #mumbod #bloatfriendlyfashion #comfyoutfits #mumstyle #mumsoftiktok #mumlife #fashion #reality #unflattering #flatteringoutfit #realtalk #size12 ",2025-04-03,"marksandspencer, marksandspencerclothing, marksandspencertryon, contentcreator, midsizefashion, fittingroom, fittingroomstories, relatable, badbodyimage, bodyimage, stylingtips, tryonhaul, tryon, springoutfit, springstyle, styling, stylingoutfits, summeroutfit, outfitinspo, outfitideas, mumbod, bloatfriendlyfashion, comfyoutfits, mumstyle, mumsoftiktok, mumlife, fashion, reality, unflattering, flatteringoutfit, realtalk, size12",64,,101,271200,335,3383,0,"""Seasonal Style"""
Styling it out nicely. Right  @vernonkay,2025-05-23,,23,,2,10400,3,304,0,"""Seasonal Style"""
Come with me to a HUGE M&S to buy some new in snacks and some that I’ve never tried before  #marksandspencer #mandsfood #snackhaul #snacks #foodhaul @Marks & Spencer ,2025-04-16,"marksandspencer, mandsfood, snackhaul, snacks, foodhaul",213,@Marks & Spencer,102,124700,523,9898,1,"""Fresh Finds"""
New in for Spring at @Marks & Spencer  #marksandspencer #mands #mandstok #marksandspencerhaul #springfashion #springstyle #springoutfit #springoutfitideas #springwardrobe ,2025-02-28,"marksandspencer, mands, mandstok, marksandspencerhaul, springfashion, springstyle, springoutfit, springoutfitideas, springwardrobe",176,@Marks & Spencer,30,152800,840,2963,1,"""Summer Style"""
i swear i had a tub every 2 weeks during my time living in glasgow cause i was ADDICTED it's called pretzel fudge from marks and spencer's ,2025-05-20,,108,,13,11500,82,392,0,"""Easter Indulgence"""
"Replying to @Angelina GUYS LITERALLY 3K AWAY FROM 600,000?!!! WE SOOO GOT THIS!!! @Marks & Spencer @M&S food UK official  #mands #marksandspencer #marksandspencerfood #dubaichocolate #bigdaddypistachio #pistachio #angelinacertified #viralfoodtrend #newfoodfindsuk ",2025-04-23,"mands, marksandspencer, marksandspencerfood, dubaichocolate, bigdaddypistachio, pistachio, angelinacertified, viralfoodtrend, newfoodfindsuk",2062,"@Angelina, @Marks & Spencer, @M&S food UK official",259,307200,1339,21700,3,"""Style Finds"""
IIN STORE AS OF 23rd APRIL @Bluewater  #bluewater #viral #marksandspencer #foryou #pistachio ,2025-04-19,"bluewater, viral, marksandspencer, foryou, pistachio",22000,@Bluewater,549,952800,4284,64000,1,"""Style Finds"""
I’m all for innovation over here. But not at the expense of American farmland. Put the ugly things on top of commercial buildings and parking areas instead. Taking out what farmland we have left it’s insane and one of the dumbest things we could be doing as a species. ,2025-05-29,,269,,946,147400,500,9305,0,"""Everyday Style"""
"Why are all the comments of people gatekeeping tools this is just another one to make life easier, it's not a contesl! #us #powerful #fan #tiktokshopping #tiktokshopfinds #blower #fyp #turbofan #tiktokshop #fyp #tiktokmademebuyit #clean #cleaner ",2025-03-27,"us, powerful, fan, tiktokshopping, tiktokshopfinds, blower, fyp, turbofan, tiktokshop, fyp, tiktokmademebuyit, clean, cleaner",66100,,11400,59400000,66900,592100,0,"""Everyday Style"""
"This is my warning: Please don’t blame the cat. Previously, the cat had come to our shop for a bath, and he was easy to handle and not aggressive. However, after being neutered, he seemed to still be fearful and wary of people, which may have made him more aggressive. So, the cat is not at fault—it’s just his instinct. This incident happened because of the groomer’s carelessness. We thought we knew the cat since we had bathed him before and remembered him as being sweet, so we let our guard down. I don’t support the use of harsh words or blaming the cat, because I believe the cat did nothing wrong.          #สวนสัตว์tiktok #ทาสแมว #cat #catsoftiktok #catlover #แมว #แมวน่ารัก #เทรนด์วันนี้ #แมวเหมียว #สวนสัตว์tiktok ",2025-05-22,"สวนสัตว์tiktok, ทาสแมว, cat, catsoftiktok, catlover, แมว, แมวน่ารัก, เทรนด์วันนี้, แมวเหมียว, สวนสัตว์tiktok",636000,,74200,76300000,91300,1600000,0,"""Everyday Style"""
"This is a very personal video, but I am so relieved I have to share. Slade was airlifted Saturday to children’s PICU in New Orleans, and has been intubated, due to brain swelling/seizures. This morning he was strong enough to breath on his own. You have no idea the amount of emotions my entire family is feeling right now. My entire world felt like it was ending. We have a long road ahead, but this smile needed to be shared just an hour after removing 3 tubes from his body, and him removing one IV himself  @Amy Jay  has been updating everyone when I can not, so follow her for more updates, and please keep prayers coming #jennacannella ",2025-05-29,jennacannella,41,@Amy Jay ,82,3858,3,571,1,"""Everyday Style"""
WITHOUT ME ️‼️ >>> #nicolyricss #lyrics #fyp ,2025-01-19,"nicolyricss, lyrics, fyp",10200,,1320,3800000,70100,415600,0,"""Summer Trends"""
"Trump Gets His Tariff Power Taken Away #usa #america  The US Court of International Trade has unanimously ruled that Trump doesn’t have tariff authority so his liberation day tariffs have been ruled to be illegal and are now permanently blocked unless he gets an emergency stay. They also blocked the fentanyl tariffs on Mexico, Canada, and China from earlier this year, when we were all 9 years younger. And folks the market is absolutely exploding. So the court says that Trump doesn’t have the legal authority to declare a national emergency, that tariff power solely resides with Congress and that Trump violated the constitution, and that the law he cited to do this doesn’t give him the authority to do tariffs. This lawsuit was brought by several states and several companies including a wine seller. They argued that the law Trump cited to do this doesn’t even mention tariffs and that he was imposing taxes on Americans without their consent. So while almost all of the tariffs are done and blocked for now. The tariffs on cars, car parts, and steel and aluminum are still in play because Trump used a different law for that. The futures market is exploding. The dollar is increasing in value, other currencies are currently falling just as fast. Legal experts say that the court decision has him dead to rights, and that he actually doesn’t have the authority in any universe to do this. But some lawyers say, well maybe they just need to use a different law. But Trump is now appealing because tariffs are his favorite thing. Unless he gets an emergency stay on this ruling, the tariffs are over for now. People are split though. Some say, this is the perfect offramp for the White House, they can just let the whole tariff episode fade into the background and take credit for the economy. But others say, yeah maybe it’s perfect for the White House and Republicans but not for Trump so that’s why they’re appealing.",2025-05-29,"usa, america",3711,,661,502000,4384,64300,0,"""Everyday Style"""
Scary… but in a good way   @Burn Boot Camp #burnbootcamp #committofit ,2025-05-28,"burnbootcamp, committofit",6,@Burn Boot Camp,17,37500,25,3161,1,"""Everyday Style"""
The betrayal  #seniorsplashin #splashin #seniorassassin #splashinapp  This is just a game called “Senior Splashin” to eliminate players with water. This video is not to be taken seriously ,2025-04-08,"seniorsplashin, splashin, seniorassassin, splashinapp",12300,,1168,13400000,13400,435400,0,"""Everyday Style"""
a daily occurrence ‍♀️ #mandstok #mandslocal #mands #mandsfoodhall #mandsfood #trendingvideo ,2025-04-22,"mandstok, mandslocal, mands, mandsfoodhall, mandsfood, trendingvideo",824,,40,156800,146,2995,0,"""Fresh Finds"""
M&Ms store in London   #mms #mandms #chocolate #chocolateshop #chocolatelondon,2025-03-14,"mms, mandms, chocolate, chocolateshop, chocolatelondon",42,,15,14900,37,313,0,"""Style Finds"""
"A perfect beach day for Buster☀️ For those that don’t know his story, Buster is an 11.5 year old hospice bernese mountain dog that I adopted from @Tusc. Co. Humane Society a little over a week ago. Unfortunately, Buster has never been cared for like he deserved.  I took him in to my incredible vet, @Snodgrass Vet and we did bloodwork, xrays, and an ultrasound to see where we were at health wise. We found that Buster has tumors on his heart and spleen, most likely hemangiosarcoma, and he was severely anemic as a result. This type of cancer is highly malignant and aggressive. Buster received a blood transfusion and was hooked up to fluids most of the day before coming home. At that point, we weren’t sure he’d make it through the holiday weekend, but he did, and he’s not giving up yet ❤️‍ Overall, he’s doing really well! He is a VERY happy boy and doesn’t seem to be uncomfortable or in any pain at all.  Getting him to eat is no easy task. He’s very picky— if he likes something one morning, he’ll probably turn his nose to it by that afternoon. He’s refusing most dog foods, but if he decides he’ll eat some dog food, his favorite has been different flavors of @Open Farm Pet freeze dried morsels. He’s still eating an assortment of human foods— steak, salmon, lean beef, pork chops, chicken, deli meat, and of course, goldfish crackers. Whatever he chooses to eat, he likes it cut into tiny pieces, and he wants it to be hand fed to him. He won’t eat it if it’s put on a plate or in a bowl… he just tries to bury the plate or bowl if so.  Ultimately, Buster doesn’t have much time left— we just don’t know if that is days or weeks, or by miracle, a month or two, but rather than counting down the days, we are trying to make every day count. Buster deserves to know what the good life is all about, so we are going to make the most of whatever time we are blessed with. He is truly the best boy and I’m so glad we get to spoil him for the rest of his life, however long it may be.  Be sure to follow us if you want to watch this sweet old man finally experience the love and care he’s always deserved in his final chapter ❤️ #bernesemountaindog #rescuedog",2025-05-29,"bernesemountaindog, rescuedog",360,"@Tusc. Co. Humane Society, @Snodgrass Vet, @Open Farm Pet",95,15000,129,3968,3,"""Everyday Style"""
