hashtags,url,locationName,paidPartnership,caption,videoDuration,commentsCount,mentions,isSponsored,timestamp,likesCount,num_mentions,topic
"ThisIsNotJust, MyMarksFave",https://www.instagram.com/p/DIOtK5uonDO/,Marks and Spencer,,"⭐ New in the M&S Foodhall – Easter Edition  – meet our next melting middle Hot Cross marvel 

Our zingy lemon curd-filled HXBs have been flying off the shelves this Easter, and now we’re introducing an extra special, extra gooey treat for the chocolate lovers out there!

Our new Dippy Egg Hot Cross Buns are ready to eat, sumptuously soft rich cocoa buns filled with a smooth yellow and white chocolate filling.

The perfect combination of a Hot Cross Bun and an oozy Easter egg, they’re ready to eat meaning there’s no hanging around either.

Find them in your Foodhall now 

#ThisIsNotJust #MyMarksFave",,0.0,,1.0,2025-04-09,,0,"""Easter Indulgence"""
thisisnotjust,https://www.instagram.com/p/DIOnkPrs6HU/,,,"⭐️ New in the M&S Foodhall – winner winner, EXTRA CRUNCHY chicken for dinner 

Get ready for the crunchiest, most flavour-packed coated chicken we’ve EVER created!

Our brand new top secret innovative cooking method is a first of its kind in the UK and guarantees next-level crispiness every.single.time.

These flavour-packed tenders and bites are a go-to for speedy, super-tasty dinners the whole family will love.

Made with 100% British chicken breast, choose from…

trendy Hot Honey Chicken Tenders 
panko crumbed Katsu Chicken Tenders
punchy Peri Peri Chicken Tenders
Masala Chicken Breast Bites with a mango chutney drizzle
Korean Chicken Breast Bites with a spicy Gochujang drizzle

Which are you trying first?

Find them in your local M&S Foodhall or on @ocadouk NOW 

#thisisnotjust",,231.0,ocadouk,1.0,2025-04-09,6925.0,1,"""Pub Vibes"""
thisisnotjust,https://www.instagram.com/p/DIOZyCQssrs/,,,"⭐️ New in the M&S Foodhall – roll on lunchtime! 

If you’re a sushi superfan, you’re in for a serious treat, introducing our new range Kando Sushi! Complete with trust favourites, new products and new combinations that are going to blow your mind! 

From classic flavours like Salmon & Avocado, to the bold new Chilli Prawn, Miso Mushroom and even a limited edition Chicken Caesar, our Dragon Rolls will set lunchtime alight 

Or on the go? Our NEW Tuna Onigiri, Bang Bang Surimi Roll and Sriracha Prawn Taco … yes that’s right TACO, with pineapple and pickled red cabbage are hand held treats guaranteed to completely level up your snack game.

Find them - and more - in your local M&S Foodhall NOW 

#thisisnotjust",,103.0,,1.0,2025-04-09,3644.0,0,"""Fresh Finds"""
"glutenfreeuk, coeliacuk, coeliac, glutenfree, gftoastie, mands, mandacafe",https://www.instagram.com/p/DJwQUploBPi/,,,CRUMBS⭐️thankfully gluten free ones sooooo late to the party but so impressed with how inclusive @marksandspencerfood are I went out with my mom and I’m just so used to accepting there won’t be any gluten free options. I should have known I’d be in safe hands there was even gluten free options for the children’s meal deals. The toastie was absolutely delicious and so was the chocolate muffin afterwards I just really appreciate feeling normal without the food envy #glutenfreeuk #coeliacuk #coeliac #glutenfree #gftoastie #mands #mandacafe,,1.0,marksandspencerfood,1.0,2025-05-17,20.0,1,"""Easter Indulgence"""
,https://www.instagram.com/p/DJv6rHAsbuO/,The Patchwork Cow,,Beautiful selection of little outfits chosen yesterday for expected baby! Some of these still had their tags on! Buying Preloved always saves money! x,,1.0,,1.0,2025-05-17,4.0,0,"""Style Finds"""
"vehiclerepair, supportlocal, bridgendbusiness, BridgendLocal, brynmenyn, shoplocal, Mands, Bridgend, localbusiness, accidentrepair, vehiclemaintenance, bridgendcounty, supportlocalbusiness, SupportSmallBusiness, mandsvehicleservices, shopbridgend",https://www.instagram.com/p/DJvxDTWiL4M/,,,". 

      & !

#vehiclerepair #supportlocal  #bridgendbusiness #BridgendLocal #brynmenyn #shoplocal #Mands #Bridgend #localbusiness #accidentrepair #vehiclemaintenance #bridgendcounty #supportlocalbusiness #SupportSmallBusiness #mandsvehicleservices #vehiclerepair #BridgendLocal #brynmenyn #bridgendbusiness #Mands #Bridgend #supportlocal #shopbridgend #vehiclemaintenance",,0.0,,1.0,2025-05-17,,0,"""Style Academy"""
"moda, mandscollection, mands, ropaoriginal, original, lucrecia, ropaimportada, ropaparamujer, ropaparamujeres, ropa, ropainglesa, inglaterra, leeds, england, fashion, colombiafashion",https://www.instagram.com/p/DJvI6htunx1/,La Castellana,,"Gabán negro, Marca M&S Collection . Talla/Size 10. Más información ℹ️ al DM .
.
.
.
.
.
.
.
.
.
.
#moda #mandscollection #mands #ropaoriginal #original #lucrecia #ropaimportada #ropaparamujer #ropaparamujeres #ropa #ropainglesa #inglaterra #leeds #england #fashion #colombiafashion",,0.0,,1.0,2025-05-17,1.0,0,"""Style Academy"""
"本日のお出掛け, BrentCross, ブレントクロス, マークスアンドスペンサー, MandS, 丸亀うどん, スタバ, BBQ, バーベキュー, GodaLondon, London, ロンドン",https://www.instagram.com/p/DJumHe2OQkf/,Goda London,,"✨#本日のお出掛け 
早朝は薄曇りでしたが、朝ごはんを終えた頃には晴れ渡りました。
本日はバスを使って、北ロンドンにあるブレントクロス ショッピングセンターへ。（ちなみにバス料金の支払いで現金が使えません）
このショッピングモール、とにかく広い！事前ににどこへ行くと決めていかないと放浪することになるので注意してください。
ここには丸亀うどんがありました。スタバもあったので、日本の値段と比べてみたところ、だいたい2倍の値付け。まだ1週間ほどの滞在ですが、ロンドンでしか手に入らない物以外は余程でない限り手を出さない方がいいようです。
目的の一つ、マークス・アンド・スペンサースーパーマーケットは、改装中で入ることもできませんでした。残念！

夜は肉！と決めて、BBQの人気店、Goda Londonへ。Google Mapの評価も高く、評判通り美味しかったです。
食べきれない料理は持ち帰り、明日いただきます。
最初の動画は豚の丸焼き。
何かお祝いがあったようです。

#BrentCross
#ブレントクロス
#マークスアンドスペンサー
#MandS
#丸亀うどん
#スタバ
#BBQ
#バーベキュー
#GodaLondon
#London
#ロンドン",,0.0,,1.0,2025-05-16,4.0,0,"""Everyday Style"""
"Футболкаобємнавкорочена, MarksandSpencer, MandS, Рожевий, Бавовна, Київ, Харків, Дніпро, Одеса, Запоріжжя, Львів, Миколаїв, Вінниця, Черкаси, Рівне, Тернопіль, ІваноФранківськ, Луцьк",https://www.instagram.com/p/DJuYmn7CC-a/,Bangladesh,,"#Футболкаобємнавкорочена #MarksandSpencer #MandS

Стан: Ідеальний

Колір: #Рожевий

Розмір: S M

Склад: #Бавовна

Опис: Оверсайз, Плечі 51, Груди 48, Низ 51, Рукав 20, Загальна довжина 51

Ціна: 280 грн

#Київ #Харків #Дніпро #Одеса #Запоріжжя #Львів #Миколаїв #Вінниця #Черкаси #Рівне #Тернопіль #ІваноФранківськ #Луцьк",,0.0,,1.0,2025-05-16,,0,"""Summer Style"""
"vehiclerepair, supportlocal, bridgendbusiness, BridgendLocal, brynmenyn, shoplocal, Mands, Bridgend, localbusiness, accidentrepair, vehiclemaintenance, bridgendcounty, supportlocalbusiness, SupportSmallBusiness, mandsvehicleservices, shopbridgend",https://www.instagram.com/p/DJuQ6kbsuwL/,,,". 

      & !

#vehiclerepair #supportlocal  #bridgendbusiness #BridgendLocal #brynmenyn #shoplocal #Mands #Bridgend #localbusiness #accidentrepair #vehiclemaintenance #bridgendcounty #supportlocalbusiness #SupportSmallBusiness #mandsvehicleservices #vehiclerepair #BridgendLocal #brynmenyn #bridgendbusiness #Mands #Bridgend #supportlocal #shopbridgend #vehiclemaintenance",,0.0,,1.0,2025-05-16,,0,"""Style Academy"""
"BraFit, MSBraFit, LoveYourBoobs, EveryBodyWelcome, RetailDesign, VisualMerchandising, BrandIncCreative, InclusiveDesign, WomenswearDisplay, StoreExperience, Mands, BoldRetail",https://www.instagram.com/p/DJuQ7wWNbk2/,,,"Confidence begins with the perfect fit.

Our BraFit™ display at M&S Battersea brings softness, strength, and inclusivity together in a standout moment. From bold plinths to real, joyful campaign imagery, this space invites every woman to feel seen, supported, and celebrated.

Designed to catch the eye and guide the experience, each detail speaks to the message at the heart of M&S BraFit: love your boobs, book your fit.

A proud project by Brand Inc Creative.

#BraFit #MSBraFit #LoveYourBoobs #EveryBodyWelcome #RetailDesign #VisualMerchandising #BrandIncCreative #InclusiveDesign #WomenswearDisplay #StoreExperience #Mands #BoldRetail",,0.0,,1.0,2025-05-16,,0,"""Seasonal Style"""
"fishandchips, fishandchipsfriday, fakeaway, marksandspencer, mands, marksandspencerfood, fish, chips, currysauce, homemade, health, healthy, airfryer, mealinspo, mealideas",https://www.instagram.com/p/DJuNG2oIzoV/,"Birmingham, United Kingdom",,Fish & Chip Fridays  #fishandchips #fishandchipsfriday #fakeaway #marksandspencer #mands #marksandspencerfood #fish #chips #currysauce #homemade #health #healthy #airfryer #mealinspo #mealideas,,1.0,,1.0,2025-05-16,4.0,0,"""Pub Vibes"""
"MAndS, MarksAndSpencer, SnackReview, Strawberries, Natural, NatureSweets, Sweet, Sour, Fruit, Reverse, Pineberry, Pineapple, Vanilla, Foodstagram, FoodReview, FoodPhotography, FoodBlogger, Critic, DiscoverUnder5k, FYP, Luffy, LuffysLunchbox, Freelance, Photographer, ContentCreator, PhotoOfTheDay, DiamondClarityExposure, SamsungPhotography, MobilePhotography, SamsungS24Ultra",https://www.instagram.com/p/DJt828fIOuM/,,,"Snack Review 
M&S White Pearl Strawberries 
(Reverse Strawberries)
These are crazy and crazy good!
I love a strawberry & grow my own, but soon as I see these, i wanted to try them and plant a couple to grow!
I have many types of strawberries that grow in all various shapes and sizes but no white/ reverse ones. I call them Reverse Strawberries because of the obvious white/yellow flesh red seeds. Normal strawberries are red flesh w/ yellow/white seeds.
These are unique & give a varied flavour profile.
Sweet, sour, strawberry & Pineapple, some tasting like normal strawberries, whereas others were like pineapples but changed to strawberry on the back of the palette, no vanilla notes for me.
Sour to sweet.
I would recommend anyone to try these. They are lovely refreshing and a great snack, nature's sweets.
Swipe Left--->
•
Samsung S24 Ultra 
•
#MAndS #MarksAndSpencer #SnackReview #Strawberries #Natural #NatureSweets #Sweet #Sour #Fruit #Reverse #Pineberry #Pineapple #Vanilla #Foodstagram #FoodReview #FoodPhotography #FoodBlogger #Critic #DiscoverUnder5k #FYP #Luffy #LuffysLunchbox #Freelance #Photographer #ContentCreator #PhotoOfTheDay #DiamondClarityExposure #SamsungPhotography #MobilePhotography #SamsungS24Ultra",,0.0,,1.0,2025-05-16,9.0,0,"""Easter Indulgence"""
"m+s, mands, marksandspencer, parentclub, theparenthood, sparkscard, freecake, onesies, baby, toddler, motherhood, mummy",https://www.instagram.com/p/DJtTqXbMaA_/,"London, United Kingdom",,"M&S parenting club!

I didn’t know about this with my son but seems fab to get some free cake and money off onesies!

Always found M&S to have amazing quality baby clothes, personally found them quite small fitting. 

#m+s #mands #marksandspencer #parentclub #theparenthood #sparkscard #freecake #onesies #baby #toddler #motherhood #baby #mummy",,0.0,,1.0,2025-05-16,7.0,0,"""Style Finds"""
"marksandspencer, mands, breakfast, bubbleandsqueak, slimming, slimmingworlduk, slimmingworldplan, slimmingworldinspiration, slimmingworld, foodoptomising, supermarketfinds",https://www.instagram.com/p/DJtKbjfKUCP/,,,"These amazing bubble and squeak cakes from M&S. 2 syns each and perfect for a filling breakfast to get me set for the day. 

#marksandspencer #mands #breakfast #bubbleandsqueak #slimming #slimmingworlduk #slimmingworldplan #slimmingworldinspiration #slimmingworld #foodoptomising #supermarketfinds",,1.0,,1.0,2025-05-16,1.0,0,"""Easter Indulgence"""
"marksandspencer, marksandspencers, mands, womensclothing, 40isthenew30, bestpals, coffeeholic, shopaholic, spring2025, womenswearfashion, silkmidiskirt, matchingoutfits, mumandkidsmatchingsets, minimeoutfits, girlsdressup, kidsbirthdayparty, kidsbirthdayideas, firstbirthdayparty, secondbirthdayparty",https://www.instagram.com/p/DJrx70Tseej/,,,"What do you think?!

Tag a friend who is also asking this question on every single  coffee date for the last 12 months 

#marksandspencer #marksandspencers #mands #womensclothing #40isthenew30 #bestpals #coffeeholic #shopaholic #spring2025 #womenswearfashion #silkmidiskirt #matchingoutfits #mumandkidsmatchingsets #minimeoutfits #girlsdressup #kidsbirthdayparty #kidsbirthdayideas #firstbirthdayparty #secondbirthdayparty 

#",,25.0,,1.0,2025-05-15,827.0,0,"""Summer Style"""
"mands, shinyhair",https://www.instagram.com/p/DJrqLjHoE6I/,,,"I can't believe how shiny my hair is using the £4 shampoo and condition from m&s food hall. Definitely going to be buying this again 
#mands 
#shinyhair",,0.0,,1.0,2025-05-15,7.0,0,"""Everyday Style"""
"fatloss, gym, fitness, workout, protein, fibre, weightloss, caloriecountingmacros, health, fitnessgirl, foodie, burger, healthyfood, easymealideas, monster, fulldayofeating, dayonmyplate, wieiad, fdoe, food, nutrition, esn, bridetobe, weddingseries, myprotein, myproteinkitchen, mands, pistacho, easymeal, easymealprep",https://www.instagram.com/p/DJq6W-Ximhr/,,,"⭐️ My food for the day ⭐️

Here’s a little snippet of what I eat in a day, I absolutely love the food I make. I literally fuel myself like a car ️
Dieting or not, it doesn’t mean you have to eat boring! 

• Breakfast, protein oats are my fave!!! You can add so much to them. I’m good for nothing without my breakfast. I’m not a fasted workout type of girl, that just doesn’t work for me. I have a mega sweet tooth so using the @myprotein golden syrup protein powder to sweeten my oats really hits the spot! I’m also OBSESSED with anything pistachio right now too. 

• Dinner, a quick @heckfooduk flat sausage and cheese panini. I was super busy through the day yesterday so I needed something fast. This worked well and the flavour was still there! Super filling and satisfying. 

• Tea, (ya gals Northern I’m not going to change my vocab to lunch and dinner ‍♀️) Chicken breast, potato’s and a  tonne of veg! If there’s one thing I’ve learned from @melwilkfit it’s to bulk your meals out with vegetables whilst dieting to fill you up! Also potato’s are king  

• Snacks, a can of @monsterenergy always  followed by a treat from Starbucks later on. I ended my day with a hot rice pudding and half of the @myprotein dark chocolate bar. 

Don’t limit yourself, don’t cut out carbs and please don’t track your greens  we need all the fibre and minerals we can get. The only veg I track are potato’s, carrot&swede etc. If your coach is getting you to track your peas  

#fatloss #gym #fitness #workout #protein #fibre #weightloss #caloriecountingmacros #health #fitnessgirl #foodie #burger #healthyfood #easymealideas #monster #fulldayofeating #dayonmyplate #wieiad #fdoe
#food #nutrition #esn #bridetobe #weddingseries #myprotein #myproteinkitchen #mands #pistacho #easymeal #easymealprep",,4.0,"myprotein, heckfooduk, melwilkfit, monsterenergy",1.0,2025-05-15,,4,"""Fresh Finds"""
"norfolkterrier, norfolkterriers, norfolkterriersofinstagram, marksandspencer, mands, mandsfood, foodshopping, fleetwoodmac, petergreen, albatross",https://www.instagram.com/p/DJqZeinopli/,"Nottingham, United Kingdom",,"This is ""not just food shopping"", ""this is @marksandspencer food shopping"".

#norfolkterrier #norfolkterriers #norfolkterriersofinstagram #marksandspencer #mands #mandsfood #foodshopping #fleetwoodmac #petergreen #albatross",,4.0,marksandspencer,1.0,2025-05-15,83.0,1,"""Style Finds"""
"fyp, eurosummer, greece, rhodes, aesthetic, pintrest, classystyle, elegant, louisvuitton, zenithwatches, mands, karenmillen, silkscarf",https://www.instagram.com/p/DJpHwm-Mqtw/,,,"Euro summer is officially here ☀️

#fyp #eurosummer #greece #rhodes #aesthetic #pintrest #classystyle #elegant #louisvuitton #zenithwatches #mands #karenmillen #silkscarf",,0.0,,1.0,2025-05-14,,0,"""Summer Trends"""
"toddlerstyle, toddlerootd, toddlersofinsta, toddlergirl, babyootd, babygirl, marksandspencer, mands, mandskids, hmkids, hmstyle, babygirlclothes, babygirloutfit",https://www.instagram.com/p/DJo7vgZo2eM/,,,"Dress - @marksandspencer 
Shoes - @hm_kids 

#toddlerstyle #toddlerootd #toddlersofinsta #toddlergirl #babyootd #babygirl #marksandspencer #mands #mandskids #hmkids #hmstyle #babygirlclothes #babygirloutfit",,0.0,"marksandspencer, hm_kids",1.0,2025-05-14,12.0,2,"""Seasonal Style"""
"Foodhall, Staines, MandS, TwoRivers, Snacks",https://www.instagram.com/p/DJopxfZpWdk/,,,"This week in the office we tried the Pizza Calzones from @marksandspencerfood 

Included in the 3 for £8 deli deal, you can eat these hot or cold, but we would definitely recommend hot! 

Not to mention that the garlic and herb dip is to die for 

Have you tried these? 

#Foodhall #Staines #MandS #TwoRivers #Snacks",,0.0,marksandspencerfood,1.0,2025-05-14,4.0,1,"""Pub Vibes"""
"CrisisComms, PublicRelations, MAndS, BrandTrust, PRInsights",https://www.instagram.com/p/DJoVzl-qdo7/,,,"This isn’t just any crisis…
It’s an M&S crisis.

Cyberattack. Data breach. Website down.
But somehow - trust? Still intact.

Why?
✅ Calm, clear comms
✅ CEO visible
✅ Tone very M&S

But the real test? What comes next.

 Watch Greg’s quick take + read the blog:
 Link in bio

#CrisisComms #PublicRelations #MAndS #BrandTrust #PRInsights",,0.0,,1.0,2025-05-14,5.0,0,"""Everyday Style"""
"archive, collections, locations, confusion, mertonabbeymills, williammorrisworks, morrisandco, carehomes, trellis, sainsburys, MandS, shoppingcentres, mertonhighstreet, merton, mertonabbey",https://www.instagram.com/p/DJn_SU7tUIu/,,,"Wednesday Archive Day. This picture is of the model of the Morris & Co works that we have at the museum. Many people confuse today's Merton Abbey Mills as the Morris Works. That isn't correct Morris & Co were never at Merton Abbey Mills. Their works were located on Merton High Street. Today the site is covered by Trellis Care Home and Sainsbury's/M&S shopping centre.
#archive #collections #locations #confusion #mertonabbeymills #williammorrisworks #morrisandco #carehomes #trellis #sainsburys #MandS #shoppingcentres #mertonhighstreet #merton #mertonabbey",,0.0,,1.0,2025-05-14,10.0,0,"""Style Finds"""
"mands, coop, nisa, costcutter, cyberattack, UK, planetfoodnews",https://www.instagram.com/p/DJnRB-GBJLE/,,,When Cyber-Hackers Go Food Shopping UK Supermarkets Are Brought to Their Knees #mands #coop #nisa #costcutter #cyberattack #UK #planetfoodnews https://www.planetfood.news/post/when-cyber-hackers-go-food-shopping-uk-supermarkets-are-brought-to-their-knees,,0.0,,1.0,2025-05-14,1.0,0,"""Style Finds"""
"emilyjanecoaching, mands",https://www.instagram.com/p/DJm_spSobrJ/,,,"Bloody enjoyed this tonight! 
M&S prawns are just SO good!x
#emilyjanecoaching #mands",,0.0,,1.0,2025-05-13,4.0,0,"""Everyday Style"""
"TuesdaySport, MidweekSport, TheSport, DailySport, BreakingNews, ThePapers, News, TabloidNews, Exclusive, TopStories, InTheNews, Humburg, SandM, MandS, Donuts, BallGag, Bakery, GermanBaker, GermanNews",https://www.instagram.com/p/DJmtXn4Inz4/,"Hamburg, Germany",,"DAILY SPORT EXCLUSIVE:

KINKY Hamburg donuts more S&M than M&S

Full story only on your FREE online #TuesdaySport https://dailysport.co.uk/news/world-exclusive/kinky-hamburg-donuts-more-sm-than-ms 

Get SHARING this Sport Readers as this is a DAILY SPORT classic…….

#MidweekSport #TheSport #DailySport #BreakingNews #ThePapers #News #TabloidNews #Exclusive #TopStories #InTheNews #Humburg #SandM #MandS #Donuts #BallGag #Bakery #GermanBaker #GermanNews",,0.0,,1.0,2025-05-13,4.0,0,"""Easter Indulgence"""
"charlestyrwhitt, polarskateco, brooktaverner, paraboot, marksandspencer, mands, menswear, mensstyle, mensclothing, preppystyle, ivystyle, tradstyle, streetstyle, classicstyle, whatiamwearing, ootd",https://www.instagram.com/p/DJmjwELtEQQ/,,,"My hair has grown taller in my absence:

Shirt - @charlestyrwhitt
Jeans - @polarskateco
Belt - @brook_taverner
Shoes - @paraboot_official
Socks - @marksandspencerstyle

#charlestyrwhitt #polarskateco #brooktaverner #paraboot #marksandspencer #mands #menswear #mensstyle #mensclothing #preppystyle #ivystyle #tradstyle #streetstyle #classicstyle #whatiamwearing #ootd",,4.0,"charlestyrwhitt, polarskateco, brook_taverner, paraboot_official, marksandspencerstyle",1.0,2025-05-13,21.0,5,"""Seasonal Style"""
"brandposh121, mands, m_and_s",https://www.instagram.com/p/DJmi0U1pFR7/,کرج، گوهردشت,,"اورال  سرمه ای کرپ خوشگل برند M & S
عکس ژورنال مشابه عکس کار از اسلاید دوم

سایز 12 (42)
قد ۱۳۷
از سرشانه تا فاق ۸۴
عرض سینه ۴۹ تا ۵۲
عرض ران ۳۳
عرض کمر ۳۹ تا ۴۲

قیمت  ۸۴۸ ت

پیج های دیگمون رو بازدید کنین

brandposh121 پیج اصلی زنانه مجلسی
brandposh121_kids پیج بچگانه
brandposh121_sport پیج ورزشی
brandposh121_3 پیج مردانه
#brandposh121#mands#m_and_s#",,0.0,,1.0,2025-05-13,26.0,0,"""Everyday Style"""
"May, Maysunshine, dayout, sunny, weekoff, noworkthisweek, recharging, motheranddaughter, family, dress, WhiteStuff, MandS, KingsCross, London",https://www.instagram.com/p/DJmYuodINRg/,Coal Drops Yard,,"’Dress Season’

So nice to wear a dress for a change. Loving our mother and daughter afternoon out in this glorious May sunshine   and Coal Drops Yard

#May #Maysunshine #dayout #sunny #weekoff #noworkthisweek #recharging #motheranddaughter #family #recharging #dress #WhiteStuff #MandS #KingsCross #London",,4.0,,1.0,2025-05-13,19.0,0,"""Seasonal Style"""
"mandscy, HappyEaster, Easterfood, thisisnotjust",https://www.instagram.com/p/DIOAMIagkVI/,,,"Creamy chocolate topped with heaping, crunchy toppings; Pretzel Party is a crunch-tastic craving delight for all. 
 
Exclusively at M&S. 
 
#mandscy #HappyEaster #Easterfood #thisisnotjust",,0.0,,1.0,2025-04-09,135.0,0,"""Easter Indulgence"""
"newinthefoodhall, thisisnotjust, coldbrew, coffee, mandslocal",https://www.instagram.com/p/DIMll8xuH-k/,,,"⭐️New in the M&S Foodhall - wake up and
smell the (cold brew) coffee!

We know you all LOVE our exclusive Roast & Ritual house blend in our Cafés and ground coffee, beans and pods in the Foodhall and our super convenient cold brew coffee bags are the perfect way to say good morning to a delicious glass of cold brew!

Did you know... cold water takes a little longer than hot water to extract the flavour from coffee, but the advantage of this is that the final brew is smoother and less bitter!

Simply add a bag to a jug or container with 600ml cold water and leave in the fridge overnight (we recommend 18-24 hours), then pour yourself a fresh glass of cold brew coffee, or mix with chocolate milk and our Foodhall famous chocolate cream for a delicious iced mocha!

#newinthefoodhall #thisisnotjust #coldbrew #coffee #mandslocal",,0.0,,1.0,2025-04-08,7.0,0,"""Easter Indulgence"""
"New, mymarksfave, thisisnotjust, Easter, colinthecaterpillar, colinmeetsflossy, chocolate, cake, bakery",https://www.instagram.com/p/DIMeXZpC6dt/,M&S Bedford Interchange,,"NEW M&S EASTER COLIN MEETS FLOSSY THE COW - We love how every Easter Colin is meeting new characters! Last year was a chick if we remember rightly and this year its Flossy the Cow! 

Aparently, they're out now for £14. However, our local M&S didn't have them in just yet 

Who else things Flossy's face looks rather delicious?

#New #mymarksfave #thisisnotjust #Easter #colinthecaterpillar #colinmeetsflossy #chocolate #cake #bakery",,3.0,,1.0,2025-04-08,310.0,0,"""Easter Indulgence"""
thisisnotjust,https://www.instagram.com/p/DIMXQrcKDUH/,,,"⭐️ New in the M&S Foodhall - Is that SUMMER we can see on the horizon?! ☀️

Just in time and hot off the heels of our FULLY LOADED Ice Cream tub launch last summer, we’re introducing a NEW flavour – say HELLO to our Fully Loaded Mighty Mocha Chocca, the coffee ice cream of DREAMS! 

A fully loaded tup of coffee ice cream, with a coffee sauce ripple running through, PLUS crunchy chocolate biscuit balls AND rich dark chocolate curls! - It’s the ULTIMATE after dinner dessert ☕️

Plus, you can still pick up our current fully loaded faves too, including Movie Night Popcorn Flavour Ice Cream and Top of the Chocs Ice Cream! 

You can find our latest loaded ice cream in your local M&S Foodhall NOW 

#thisisnotjust",,17.0,,1.0,2025-04-08,1360.0,0,"""Easter Indulgence"""
ThisIsNotJust,https://www.instagram.com/p/DILakLfMq_W/,"Jersey, Channel Islands",,"New in the M&S Foodhall! ⭐ The MUST-HAVE ice cream sauce of dreams! 
 
Say HELLO to our Cracked Shell Chocolate Sauce - a chocolate flavoured sauce which hardens when drizzled on to ice cream  It’s super fun and will elevate your vanilla ice cream cone – perfect for this time of year! ☀️
 
Set to be a summer showstopper, you can find it in the home baking aisle in your local M&S Foodhall NOW! 
 
#ThisIsNotJust",,0.0,,1.0,2025-04-08,4.0,0,"""Easter Indulgence"""
thisisnotjust,https://www.instagram.com/p/DII1YjlMtz1/,,,"⭐️ New in the M&S Foodhall - Our YAY! Mushrooms range is now in powder form! ‍
Now you can get the pow(d)er of mushrooms in two convenient pouches, one containing Lion’s Mane and the other with Reishi! And they’re both verified by Royal Botanic Gardens, Kew, the global experts on mushrooms and their qualities✨
Perfect to sprinkle on salads or in soups, in a smoothie or milkshake or to pop in your morning coffee or nightly hot drink. The possibilities are endless! 
How will you be trying yours? 
@kewgardens
#thisisnotjust",,1.0,kewgardens,1.0,2025-04-07,1.0,1,"""Pub Vibes"""
"ThisIsNotJust, MyMarksFave",https://www.instagram.com/p/DIHNN36p31W/,,,"⭐️ New in the M&S Foodhall – Easter Edition – BAGS of fun 

Our speckled superstars are back and this year you can pick from THREE flavours of chocolatey fun.

Our original Chicky Choccy Speckled Eggs have returned in their full pastel perfection, joined by our equally tempting mint and orange flavours 

AND all of them come with a hollow chocolate egg in the matching flavour!

Tag a mint or orange chocolate fanatic below to spread this egg-cellent news  and find them in your local M&S Foodhall NOW 

#ThisIsNotJust #MyMarksFave",,1.0,,1.0,2025-04-06,38.0,0,"""Easter Indulgence"""
"ThisIsNotJust, MyMarksFave",https://www.instagram.com/p/DIEzEJiNifv/,,,"⭐ New in the M&S Foodhall – Easter Edition  - Easter buns with even more YUM 

Ready for a brand new Easter bun obsession?

Our first-of-their-kind Cinn-a-YUM Buns are designed to be heated at home, then eaten warm from the oven.
Sweet and squishy, these scrummy buns are enriched with butter and finished with a drizzle of white icing and cinnamon sugar.

Will you be adding them to your Hot Cross Bun rotation this Easter?

Find them in your local M&S Foodhall NOW  

#ThisIsNotJust #MyMarksFave",,1.0,,1.0,2025-04-05,106.0,0,"""Easter Indulgence"""
ThisIsNotJust,https://www.instagram.com/p/DICGY_oMyrM/,Marks and Spencer,,"New in the M&S Foodhall! ⭐ The MUST-HAVE ice cream sauce of dreams!  

Say HELLO to our Cracked Shell Chocolate Sauce - a chocolate flavoured sauce which hardens when drizzled on to ice cream  It’s super fun and will elevate your vanilla ice cream cone – perfect for this time of year! ☀️
 
Set to be a summer showstopper, you can find it in the home baking aisle in your M&S Foodhall NOW! 
 
#ThisIsNotJust",,0.0,,1.0,2025-04-04,2.0,0,"""Easter Indulgence"""
"New, IceCream, Tubs, MyMarksFave, ThisIsNotJust, MarksAndSpencerFood, DairyFree, WeekendTreat, Yummy",https://www.instagram.com/p/DICElsriQSD/,M&S Bedford Interchange,,"NEW M&S ICE CREAM TUBS 
We need this Mighty Mocha Chocca Ice Cream from @marksandspencerfood - it sounds absolutely divine!

There’s something for the dairy-free fans too… @boojabooja tubs have landed at M&S, available in dreamy Caramel Pecan Praline and classic Vanilla.

We can’t wait to try them!

#New #IceCream #Tubs #MyMarksFave #ThisIsNotJust
#MarksAndSpencerFood #DairyFree #WeekendTreat #Yummy",,3.0,"marksandspencerfood, boojabooja",1.0,2025-04-04,,2,"""Easter Indulgence"""
"eastereggs, besteastereggs, hotelchocolat, thisisnotjust, lakridsbybulow, cocoba, toblerone, tonyschocolonely, meltlondon, reesespieces, coxandco, asda, happi, aldi, lovecocoa, birdandblend",https://www.instagram.com/p/DIBYcQ7NTti/,,,"Want to treat someone special this Easter? You know that includes you too, right? We personally tested every one of these eggs, from the eye-wateringly expensive to the actually pretty reasonably priced to bring you the best of the best. 

Hop on over to the link in our bio and have a look...

#eastereggs #besteastereggs #hotelchocolat #thisisnotjust #lakridsbybulow #cocoba #toblerone #tonyschocolonely #meltlondon #reesespieces #coxandco #asda #happi #aldi #lovecocoa #birdandblend",,0.0,,1.0,2025-04-04,2.0,0,"""Easter Indulgence"""
