text,hashtags,duration,date,url,commentsCount,title,numberOfSubscribers,viewCount,channelName,likes
"This week Tom and Chris are joined by Happy Mum, Happy Baby podcast host and all round lovely lady, Giovanna Fletcher at The Butcher's Tap & Grill, Chelsea.

Giovanna is a woman of many talents, she's acted in plays such as: Girl On A Train and 22:22 A Ghost Story. She's written 12 books, both fiction and non fiction, won I'm A Celebrity back in 2020, plus she leads numerous Treks with Gi across the world for the charity Coppafeel.

Listen to the full episode on Spotify https://open.spotify.com/show/1LuWnQw...

 Or Apple Podcasts https://podcasts.apple.com/gb/podcast...",,00:00:58,2025-05-29T08:00:54.000Z,https://www.youtube.com/watch?v=iR887JfwMp8,0,The Giovanna Fletcher Round | Tom's acting career | Proper Tasty Pub Quiz,103000,8,M&S,1
"Discover our delicious Japanese Gyozas:http://www.marksandspencer.com/s/food...

Whatever your tastebuds fancy, we've got plenty of mouth-watering mains to browse through, whether you're preparing a fabulous dinner party for eight or a weeknight supper for two.

http://www.youtube.com/subscription_c...",,00:00:20,2014-09-10T14:52:47.000Z,https://www.youtube.com/watch?v=yBncXEDLL7Y,14,M&S Food: Japanese Cuisine - TV AD 2014,103000,235717,M&S,649
,,00:17:01,2025-05-26T11:20:17.000Z,https://www.youtube.com/watch?v=hbHH3yrs6BA,0,MARKS&SPENCER NEW DRESSES| MAY 2025| Gazingpearl Life #gazingpearllife #marksandspencer #haul,4410,1513,GazingPearl Life,16
,,00:00:11,2024-12-23T10:31:36.000Z,https://www.youtube.com/watch?v=YYjHQl2x_Rs,0,M&S | Winter Sale,4110,3034848,Marks & Spencer Middle East,3
TV advertisement,,00:00:20,2016-05-12T11:19:05.000Z,https://www.youtube.com/watch?v=Tu-sbmySMG8,13,Marks & Spencer Chocolate Pudding,10000,59486,Ads seen on TV,131
"This week Tom and Chris are joined by Happy Mum, Happy Baby podcast host and all round lovely lady, Giovanna Fletcher at The Butcher's Tap & Grill, Chelsea.

Giovanna is a woman of many talents, she's acted in plays such as: Girl On A Train and 22:22 A Ghost Story. She's written 12 books, both fiction and non fiction, won I'm A Celebrity back in 2020, plus she leads numerous Treks with Gi across the world for the charity Coppafeel.

Listen to the full episode on Spotify https://open.spotify.com/show/1LuWnQw...

 Or Apple Podcasts https://podcasts.apple.com/gb/podcast...",,00:00:58,2025-05-29T08:00:30.000Z,https://www.youtube.com/watch?v=H1ymC0R5NkY,0,The Giovanna Fletcher Round | Baby Ian | Proper Tasty Pub Quiz,103000,4,M&S,2
,,00:00:16,2023-11-30T11:42:46.000Z,https://www.youtube.com/watch?v=e6S5K320Xl0,0,M&S | Gift Your Loved Ones,4110,180455,Marks & Spencer Middle East,1
,,00:01:01,2024-11-13T04:48:20.000Z,https://www.youtube.com/watch?v=-eao0ym9NLM,0,M&S | Christmas Starts Here,4110,67,Marks & Spencer Middle East,0
,,00:00:15,2023-12-08T13:06:21.000Z,https://www.youtube.com/watch?v=LKzq86b1ZWo,0,M&S | Festive Family PJ’s 2023,4110,154017,Marks & Spencer Middle East,0
,,00:00:08,2023-12-08T13:05:48.000Z,https://www.youtube.com/watch?v=0lPeslGwm-c,0,M&S | Occasion Collection 2023,4110,69,Marks & Spencer Middle East,0
"Like subscribe and share 
And also 
Appreciate my hardwork 
Thank you all
.FOLLOW FOR MORE 
INSideuk
.
.uk
.
#modestfashion #haul #streetstyle #fashion #trending #fashiontrends #ootd #style #zara #fashionaddict #primark #primarknewcollection 
#marks&spencer
#marksandspencernewcollection
#m&s
#m&ssummercollection
#marks&spencerjauwellerycollectionuk
#hauluk
#nikeuksale
#adidas 
#adidasuksale
#sportsdirect 
#sportsdirectuksale
#modestfashionuk
#poundlanduksale
#meadowhalluksale
#marks&spenceruksalenew
Mark’s and Spencer summer collection sale uk 
#H&Muksale
Nike
Adidas 
Marks and Spencer 
Meadowhall 
Poundland 
Sports direct 
Primark

#HomeInspiration
#HomeMakeover
#HomeTour
#DIYHome
#DecoratingIdeas
#DesignInspiration
#HomeStyling
#InteriorInspo
#RoomMakeover
#Renovation
#DecorTips
#HouseTour
#DesignGoals
#HomeOrganization
#HomeRenovation
#HomeDesignIdeas
#InteriorDecorating
#HomeImprovement
#zara 
#modestfashion 
#FashionGoals #brand #clothing #clothingbrand #decoratingideas 
#trending #modestfashion #ootd #streetstyle #style #bags 
#modestfashion #newfashion #brand #&otherstories #style #styleideas #modestfashion #modestwear #halal #trending #fashionblogger #zaracollection #zaramen #zarahaul #zara #levis #levisdpunks #levisquad #levis501 #hmhaul #hmmenscollection #hmfashion#clarks #shoesaddicted
.
.
.
.
.
.
.
.
#MARKS & SPENCER UK New Arrival 
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
Music: Vercetti
Musician: jiglr",,00:13:58,2025-05-26T07:22:39.000Z,https://www.youtube.com/watch?v=Z3zzp8vRVrc,5,MARKS AND SPENCER AUTOGRAPH ||M & S NEW SUMMER dresses || May 2025 #Insideuk,1220,1213,INSideUK,20
,,00:16:40,2025-05-27T13:57:46.000Z,https://www.youtube.com/watch?v=HMoWr_HxBgM,2,MARKS&SPENCER NEW DRESSES| MAY 2025| Gazingpearl Life #gazingpearllife #marksandspencer #dresses,4410,1658,GazingPearl Life,15
,,00:00:11,2024-09-27T08:39:34.000Z,https://www.youtube.com/watch?v=3LqXGygNwEM,0,M&S | Lingerie Essentials,4110,25200,Marks & Spencer Middle East,7
"Some fabulous new styles available now in Marks and Spencer, styles to suit everyone.  From sizes 8 to 24, really lovely!
Now is the time to buy as they are selling quickly.
Hope you enjoy it. xx

Brown Spot Dress:
** https://c.klarna.com/al/C0cE/

Green Skater Dress
**. https://c.klarna.com/al/C0cI/

Striped Twist Front Dress
**. https://c.klarna.com/al/C0cL/

Black and White Spot Shirred Top Dress
** https://c.klarna.com/al/C0cO/

Cotton Blend Knitted Dress
**. https://c.klarna.com/al/C0cR/

Check Dress
** https://c.klarna.com/al/C0cS/


Calla Trainers:
https://callashoes.co.uk/products/est...

Calla Boots:
https://callashoes.co.uk/products/ali...

£10 discount with the Code HELEN10

***********************
My Canvas Bag:
https://shop.helenmaryjo.com/products...

Instagram:  helenmaryjohello
Website:  helenmaryjo.com
Cameo:  https://v.cameo.com/e/wkPdCAzr2Hb

Jewellery: **  https://www.mounir.co.uk/collections/...
HMJ10 gives you 10% discount 

** affiliate link",,00:29:19,2025-02-05T18:00:34.000Z,https://www.youtube.com/watch?v=b5bQgXH-mFg,457,Marks and Spencer Haul in my Hall - New Season - New Dresses!,24000,32647,HelenMaryJo,1700
,,00:00:11,2024-12-23T10:31:57.000Z,https://www.youtube.com/watch?v=h4vvxBZLcGc,0,M&S | Winter Sale Qatar,4110,322302,Marks & Spencer Middle East,0
,,00:00:31,2024-09-19T06:04:07.000Z,https://www.youtube.com/watch?v=InueJpJ9t-4,1,M&S | Autumn Style ‘24,4110,301089,Marks & Spencer Middle East,4
"Why I thought it was a good idea to ask Mum to score my outfit choices out of ten, I’m not quite sure—but it made for a bit of fun and a lovely distraction for her!

There are some really lovely pieces in this try-on—my personal favourite is the navy and white dress.

Hope you enjoy watching! xx

#TryOnHaul #SpringFashion #MumRatesMyOutfits #StyleOver50 #FashionFun #NavyAndWhiteDress #WhatIWore #HaulVideo #OutfitTryOn #fashionover40 

Marks and Spencer Links:

Textured Jumper:
https://c.klarna.com/al/D0y7/

Edge to Edge Cardigan:
https://c.klarna.com/al/D0yD/

Green and blue dress:
https://c.klarna.com/al/D0yF/

Denim Dress:
https://c.klarna.com/al/D0yO/

Animal print dress:
https://c.klarna.com/al/D0yT/

TU Crochet Cardigan:
https://www.argos.co.uk/product/tuc14...

TU Striped Trousers:
https://www.argos.co.uk/product/tuc14...

TU Striped Top:
https://www.argos.co.uk/product/tuc14...

John Lewis Batwing dress:
John Lewis
Leopard Print Batwing Maxi Dress, 

*********************
HelenMaryJo Bag and Mug:
https://shop.helenmaryjo.com/products...

********************

Instagram:  helenmaryjohello
Website:  helenmaryjo.com
Cameo:  https://v.cameo.com/e/wkPdCAzr2Hb, 
Calla Shoes:  https://callashoes.co.uk

Jewellery: **  https://www.mounir.co.uk/collections/...
HMJ10 gives you 10% discount 

** affiliate link","#StyleOver50, #TryOnHaul, #fashionover40",00:27:11,2025-04-21T17:00:32.000Z,https://www.youtube.com/watch?v=Ih5Az5Amsdo,1104,Mid Size Marks & Spencer Haul in my Hall - with a Difference!,24000,35263,HelenMaryJo,2400
"Hi All. Marks and Spencer Spring Fashion New In try on haul today. I think this is one of the best Marks and Spencer hauls yet! Let me know your thoughts. Have a good week everyone xx

❤️Blog https://vanityandmestyle.com​​​
❤️Instagram - https://bit.ly/3z2pAMq
❤️Twitter  vanityandmeblog  
❤️Pinterest  https://bit.ly/3cbJWdt 
❤️Tik Tok -  vanityandme  
❤️Contact Me -  vanityandmeblog@gmail.com

What I'm Wearing
Marks and Spencer Merino Jumper - https://tidd.ly/3Zkr95A
Denim Skirt - These Colours - https://tidd.ly/41gULRn
Knee-High Boots ( Similar )https://c.klarna.com/al/BlK3/
Coach Bag - https://bit.ly/4kaHv9t
Belt - https://tidd.ly/4kgjs8Y
Earrings - https://c.klarna.com/al/7tau/
Ring - https://c.klarna.com/al/9sxO/
Watch - pascaldesign.sjv.io/xLNVey
Bracelets - https://bit.ly/3zab1tn

Marks and Spencer Full Slip - https://tidd.ly/439PwoS


Denim Button Front Midi Shirt Dress - https://tidd.ly/41rdjPX
Pure Cotton Slim Fit Top - https://tidd.ly/4iwCre3
Knee-High Boots - https://bit.ly/3NLYjWr
Leather Buckle Strappy Block Heel Sandals - https://tidd.ly/41cZ5Rl


Cotton Rich Straight Leg Chinos - https://tidd.ly/3QyUfsJ
Pure Cotton Slim Fit Top - https://tidd.ly/4iwCre3
Navy Belt - https://bit.ly/4bpyV2I
Navy Wedge Shoes - https://bit.ly/3Qzec2I
Navy Camera Bag - https://bit.ly/41B4OCc


Cotton Blend Openstitch Collared Knitted Top - https://tidd.ly/4h4AtjI
Cotton Rich Straight Leg Chinos - https://tidd.ly/3QyUfsJ
Tan Belt - https://tidd.ly/4blmYes
Basket Bag - https://tidd.ly/3XhMn1T


Orange Linen Shirt - https://tidd.ly/4idZVnZ
White Lily Jeans - https://tidd.ly/3EWDwx1
White T-Shirt - https://tidd.ly/3Xg2vBK
Marks and Spencer Sandals - https://tidd.ly/41cZ5Rl
Basket Bag - https://tidd.ly/3XhMn1T

Orange Linen Shirt - https://tidd.ly/4idZVnZ
Lily Jeans Mid Wash - https://tidd.ly/4h3yTP0
Navy Belt - https://bit.ly/4bpyV2I
Navy Wedge Shoes - https://bit.ly/3Qzec2I
Navy Camera Bag - https://bit.ly/41B4OCc

Denim Midi Skirt - https://tidd.ly/41kdhbc
Navy Pure Cotton Slim Fit Top - https://tidd.ly/4iwCre3
Tan Belt - https://tidd.ly/4blmYes
Boots - https://bit.ly/3NLYjWr

Cotton Blend Striped Midi Skater Dress - https://tidd.ly/3XirtAq
Or   - https://tidd.ly/4bloFbt
Boots - https://bit.ly/3NLYjWr
Green Camera Bag - https://bit.ly/40OpW81

Cotton Rich Fitted Collared Shirt - https://tidd.ly/41ewJq1
Denim Midi Skirt - https://tidd.ly/41kdhbc
Tan Belt - https://tidd.ly/4blmYes
Marks and Spencer Sandals - https://tidd.ly/41cZ5Rl
Basket Bag - https://tidd.ly/3XhMn1T

Cotton Rich Fitted Collared Shirt - https://tidd.ly/41ewJq1
High Waisted Crease Front Slim Flare Jeans - https://tidd.ly/3F6r2ms
Merino Vest - https://tidd.ly/4dhOitp
Tan Boots ( Similar ) https://tidd.ly/3CXyWhD
Tan Belt - https://tidd.ly/4blmYes

Pink Pure Cotton Pintuck Blouse - https://tidd.ly/4gV3r5r
Lily Jeans Mid Wash - https://tidd.ly/4h3yTP0
Marks and Spencer Sandals - https://tidd.ly/41cZ5Rl

Cotton Rich Striped Fitted Shirt - https://tidd.ly/4kfZs6m
High Waisted Crease Front Slim Flare Jeans - https://tidd.ly/3OrS3SZ
Navy Belt - https://bit.ly/4bpyV2I
Navy Wedge Shoes - https://bit.ly/3Qzec2I

Cotton Rich Striped Fitted Shirt - https://tidd.ly/4kfZs6m
White Lily Jeans - https://tidd.ly/3EWDwx1",,00:27:10,2025-02-27T17:32:41.000Z,https://www.youtube.com/watch?v=J6rjvq-lSuQ,136,Marks and Spencer Spring Fashion New In try on haul,7920,17031,Vanity And Me,692
"M&S Christmas Food 2024: Well, what do you think? Let me know in the comments... 
My New Book OUT NOW- IKEA HACKERS DIY HANDBOOK  - Buy HERE https://amzn.eu/d/3x3pKW1 
........................................................................................................... 

VIDEOS TO WATCH NEXT: 

IKEA Billy Bookcase Hack :    • Ikea Billy Bookcase Hack (Cost Me £197) - ...  

 NEW. - What is in the stores this Winter - Get cosy and enjoy seeing what is currently in stores

   • You NEED these ! 12 Best IKEA Christmas Pr...   

Christmas 2024 is here. Watch as I share all the BEST ( and worst) places in the UK to buy Christmas decorations this year    • You NEED these ! 12 Best IKEA Christmas Pr...   

More Christmas ONLINE finds: https://temu.to/k/ebkh6f2aggf  

........................................................................................................... 


Don't forget to subscribe - There is a new video every week. 

Follow my Instagram here -   / griffiths_kirsty   

Check out my website: https://www.thelinenorganiser.co.uk 

Ever tried Gousto? Here is my exclusive 60% off link https://tidd.ly/47o5xGe 

DISCLAIMER: Links included in this description might be affiliate links. If you purchase a product or service with the links that I provide I may receive a small commission. There is no additional charge to you! Thank you for supporting my channel so I can continue to provide you with free content each week! 

Music is royalty-free from - https://share.epidemicsound.com/n5nh7w",,00:20:00,2024-12-04T19:08:55.000Z,https://www.youtube.com/watch?v=iyP4CVOqrOs,86,SHOCKING M&S Christmas Food 2024 Revealed!  Collection Left Me Speechless! VLOGMAS Marks & Spencer,46800,33795,Kirsty Griffiths,532
"IS IT STILL WORTH SHOPPING at M&S? | Try-On Haul for Women Over 60 

Hi Carolynn here,  welcome back to the channel! 

This week, I’m heading back to Marks & Spencer to find out: Is it still worth shopping there after the recent cyber attack? I’ll be trying on a small range of outfits to see if M&S is still delivering. ‍♀️✨

I’m also answering some of your lovely subscriber questions — thank you all for sending those in! 

PLUS, I’m excited to share a quick plug for my husband Alan Dreezer’s brand new single ""APART"", which is dropping on 25th May  — make sure to check it out and support independent music! https://outnow.io/t/apartbyalandreezer
   / @alandreezer   
https://www.alandreezer.com
https://linktr.ee/alandreezermusic

 And don’t miss next week’s video where I’ll be showing you some beautiful homeware finds, where we sourced them from and how we’ve styled them in our lounge ️

If you enjoy this video, please don’t forget to like, subscribe, and comment — I love hearing from you! 

 Hashtags:
#TryOnHaul #WomenOver60Fashion #MarksAndSpencer #M&SHaul #StyleOver60 #Over60Style #CyberAttackUpdate #FashionForOlderWomen #AgePositiveFashion #AlanDreezer #NewMusic2025 #ApartSingle #HomewearHaul #LoungeDecor #StyleConfidence #MidlifeStyle #fashionconfidence 

Links to this weeks outfits :

Outfit 1 :
https://www.marksandspencer.com/linen...

https://www.marksandspencer.com/linen...

https://www.marksandspencer.com/linen...

https://www.primark.com/en-gb/p/shimm...

Shoes are my own

Outfit 2 :

https://www.marksandspencer.com/chiff...

https://www.marksandspencer.com/buckl...

Outfit 3 :

Green Mix Spot Bloom Dress : product number 26959818T69 £45

Unfortunately this isn't featured on the M&S website at the moment??

Shoes as in outfit 2

Jewellery from a selection at M&S","#Over60Style, #StyleOver60, #MarksAndSpencer",00:16:37,2025-05-25T16:00:31.000Z,https://www.youtube.com/watch?v=vdCIhr3Omac,56,Is it still worth shopping at M&S? 60+ Try On Haul,1400,5666,A Grateful Life,306
"""Is This Really Marks & Spencer?"" Their Spring 2025 Homeware Collection Just Went Viral 
My New Book OUT NOW- IKEA HACKERS DIY HANDBOOK  - Buy HERE https://amzn.eu/d/3x3pKW1 AD
............................................................................. 
Use my code KIRSTYG for 20% off Wild for a limited time only: https://bit.ly/KIRSTYG ad

MArks and spencer Spring collection: https://tidd.ly/41o5dGr

Marks & Spencer Moss & Sweetpea collection: https://tidd.ly/4i46ysI

 ............................................................................. 

VIDEOS TO WATCH NEXT:  

NEW M&S Spring floral collection:    • M&S Artificial Flowers & Plants That Look ...  

 NEW. - Homebargains Spring Finds -    •  HOME BARGAINS EASTER 2025 | Viral Dupes,...  

   • You NEED these ! 12 Best IKEA Christmas Pr...   

........................................................................................................... 


Don't forget to subscribe - There is a new video every week. 

Follow my Instagram here -   / griffiths_kirsty   

Check out my website: https://www.thelinenorganiser.co.uk 

Ever tried Gousto? Here is my exclusive 60% off link https://tidd.ly/47o5xGe 

DISCLAIMER: Links included in this description might be affiliate links. If you purchase a product or service with the links that I provide I may receive a small commission. There is no additional charge to you! Thank you for supporting my channel so I can continue to provide you with free content each week! 

Music is royalty-free from - https://share.epidemicsound.com/n5nh7w",,00:09:27,2025-03-02T17:54:00.000Z,https://www.youtube.com/watch?v=EFPW-eXa6mU,46,Marks & Spencer Just Shocked Everyone: Their Spring 2025 Homeware Collection Isn't Your Gran's M&S,46800,30497,Kirsty Griffiths,696
"I WASN'T EXPECTING THIS - I review Marks & Spencer's CHEAPEST Dine In Meal for 2 - IT'S ONLY £7.00 !

If you would like to support the channel with a tip - https://paypal.me/justdeano 

INSTAGRAM
  / just.deano  

FACEBOOK
  / justdeanoyt  

Business Enquiries and Collaborations 
Email - justdeano@mail.com 

#italianfood  #mealdeal  #marksandspencer","#mealdeal, #marksandspencer, #italianfood",00:13:16,2025-05-25T16:45:06.000Z,https://www.youtube.com/watch?v=c2R-a6I8MKA,84,I WASN'T EXPECTING THIS - I review Marks & Spencer's CHEAPEST Dine In Meal for 2 - IT'S ONLY £7.00 !,24500,7256,Just Deano,413
"Like subscribe and share 
And also 
Appreciate my hardwork 
Thank you all
.FOLLOW FOR MORE 
INSideuk
.
.uk
#INSideuk

#modestfashion #haul #streetstyle #fashion #trending #fashiontrends #ootd #style #zara #fashionaddict #primark #primarknewcollection 
#marks&spencer
#marksandspencernewcollection
#m&s
#m&ssummercollection
#marks&spencerjauwellerycollectionuk
#hauluk
#nikeuksale
#adidas 
#adidasuksale
#sportsdirect 
#sportsdirectuksale
#modestfashionuk
#poundlanduksale
#meadowhalluksale
#marks&spenceruksalenew
Mark’s and Spencer summer collection sale uk 
#H&Muksale
Nike
Adidas 
Marks and Spencer 
Meadowhall 
Poundland 
Sports direct 
Primark

#HomeInspiration
#HomeMakeover
#HomeTour
#DIYHome
#DecoratingIdeas
#DesignInspiration
#HomeStyling
#InteriorInspo
#RoomMakeover
#Renovation
#DecorTips
#HouseTour
#DesignGoals
#HomeOrganization
#HomeRenovation
#HomeDesignIdeas
#InteriorDecorating
#HomeImprovement
#zara 
#modestfashion 
#FashionGoals #brand #clothing #clothingbrand #decoratingideas 
#trending #modestfashion #ootd #streetstyle #style #bags 
#modestfashion #newfashion #brand #&otherstories #style #styleideas #modestfashion #modestwear #halal #trending #fashionblogger #zaracollection #zaramen #zarahaul #zara #levis #levisdpunks #levisquad #levis501 #hmhaul #hmmenscollection #hmfashion#clarks #shoesaddicted
.
.
.
.
.
.
.
.
#MARKS & SPENCER & ZARA UK New Arrival 
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
Music: Vercetti
Musician: jiglr","#INSideuk, #modestfashion, #haul",00:26:06,2025-05-28T07:06:09.000Z,https://www.youtube.com/watch?v=DwfKB455zH8,0,MARKS AND SPENCER || ZARA UK NEW ARRIVAL May 2025,1220,649,INSideUK,13
,,00:00:31,2024-11-21T06:48:02.000Z,https://www.youtube.com/watch?v=7QHRrc0wZIM,0,M&S | Christmas Mince Pies,4110,414502,Marks & Spencer Middle East,4
,,00:24:10,2025-05-27T16:30:09.000Z,https://www.youtube.com/watch?v=NdHNnbW63uI,1,A walk Around Marks And Spencer Women's Summer section,3610,954,Eye in a store,28
"#marksandspencer #fashiontrends #clothinghaul 

Step into the latest trends with our M&S New Collection - November 2024 video, where we explore the chic new arrivals from Marks and Spencer for this season! This collection perfectly captures the essence of cozy sophistication, offering timeless staples and seasonal favorites designed to elevate your wardrobe. From luxurious knits and stylish coats to classic dresses and elegant accessories, this new range has everything you need for a polished autumn and winter look.

In this video, we’ll take you through M&S’s standout pieces for November, showcasing a variety of versatile options perfect for layering, casual outings, and formal events. Expect to find rich, earthy tones, soft textures, and carefully tailored pieces that make transitioning into cooler weather both stylish and comfortable. We’ll share tips on styling these pieces for different occasions, whether you’re looking for day-to-night versatility or holiday-ready outfits.

Marks and Spencer is known for its quality, and this collection lives up to its reputation, combining fashion-forward designs with reliable durability. If you’re shopping for wardrobe refreshes or hunting for winter essentials, don’t miss our in-depth look at these new arrivals. Like the video if you’re excited about the collection, subscribe for more updates on M&S trends, and comment with your favorite pieces! Ready to take on the season with elegance and ease? Let’s dive into M&S’s November 2024 collection together!

Get in contact:
info@curioustravellers.co.uk

THIS VIDEO IS NOT SPONSORED.",,00:13:29,2024-11-05T11:00:15.000Z,https://www.youtube.com/watch?v=Qxv25f5emDw,16,M&S New Collection - Marks and Spencer New Arrivals - November 2024 [4K],14400,9926,Curious Travellers,121
"Come and see what is currently in store at Marks and Spencer this month - October 2024.

I am mid size/ plus size woman living in London and I love fashion. On a mission to build a community for my over 40’s ladies ❤️

#midsize #plussize #over40 #blackwomen #ukfashion #clothing #marksandspencer",,00:21:31,2024-10-06T17:24:16.000Z,https://www.youtube.com/watch?v=2AVYhLaMSSs,17,M&S Marks and Spencer look in store - Autumn Fall looks - October 2024 Vlog,203,2894,My Curve Closet,64
Video created by Seb at www.SAdrones.co.uk. Contact for more info.,,00:11:14,2023-07-28T15:20:18.000Z,https://www.youtube.com/watch?v=WcRJ3lVwsyc,8,Marks and Spencer | 1884 to 2023,768,4124,SebFlys,31
"Come hang out with me for a chatty try-on featuring a few fab M&S pieces! I’m mid-size, full of positive energy, and all about embracing life with joy, confidence, and zero pressure. Whether you’re here for style inspo, a bit of company, or just good vibes — you’re in the right place.

We’re all beautiful just the way we are. Let’s celebrate midlife, curves, and clothes that make us feel good!

I’m Jo — a midlife woman on a mission to live freely, love deeply, and shine brightly. Honest thoughts, comfy style, and lots of heart included.

If you enjoy this video, don’t forget to like, comment, and subscribe — I’d love to have you along for the ride.

Shine brightly,
Jo 

#MidSizeStyle #MarksAndSpencer #TryOnHaul #MidlifeStyle #BodyConfidence #StyleOver50 #ChattyTryOn #EmbraceYourself #ShineBright #JoyfulLiving #midlifejoy #over50andfabulous

You can also find me on https://www.instagram.com/home_of_lov...","#StyleOver50, #MidSizeStyle, #BodyConfidence",00:26:34,2025-04-06T13:53:19.000Z,https://www.youtube.com/watch?v=QmcEMQ6gh50,198,M&S Chatty Try-On Haul | Mid-Size Style Hits & Misses!,2400,9251,Jo - Shines Bright,571
"YES! I have finally checked the Christmas 2024 decorations collection at Marks and Spencer! Let me show you what xmas decor, baubles and ornament M&S offers this year! Are you ready for Christmas in London? Looking for the best Xmas decor, shopping for Christmas home decorations, artificial Christmas trees, Christmas lights. Discovering best places in London to celebrate Christmas 2024.

#christmas2024 #marksandspencer #christmasdecorations","#marksandspencer, #christmas2024, #christmasdecorations",00:26:19,2024-11-05T16:58:50.000Z,https://www.youtube.com/watch?v=a7ROWmNPxGo,2,"CHRISTMAS 2024 at Marks and Spencer! M&S XMas decor, baubles and ornaments. Check it with me!",9480,3240,Anna Sin | Curious LONDONER,40
"Hi everyone, here are the links to the M&S items in today’s video, and the link to the official VIVAIA website.

Linen rich drawstring tapered trousers:  https://tidd.ly/4hd7ydp
Cotton blend metallic jumper with linen: https://tidd.ly/3XXL4Xd
Cotton slash neck top:  https://tidd.ly/3FHOwyK

Checkout VIVAIA for sustainable shoes and use my Discount Code: BFNM (12% off) your purchase.

Official website: https://www.vivaia.com/

Olympuslondon.com for the Jacket

As always thank you for watching
Love Lynn ❤️

Email: iammrsmtv@gmail.com
Instagram: iammrsmtv 

** some of the links are affiliated 

#fashion #style #elegant #marksandspencer #vivaia #spring #summer #over50","#vivaia, #over50, #elegant",00:28:54,2025-03-28T07:00:37.000Z,https://www.youtube.com/watch?v=kvnw2TcqWnQ,269,Marks and Spencers must have pieces for this spring and summer ❤️,8690,10002,Nanna-M,757
"MARKS AND SPENCER HAUL | M&S Clothing Try on Haul Spring/Summer 2024
 We are back with a Marks and Spencer's clothing haul, which is quickly becoming a favourite for this channel. M&S clothing is completely underrated and I cant wait to show you what I picked up.

affiliate links below:
Trench coat:
https://tidd.ly/3XCwmWf

Green dress:
https://tidd.ly/3VBn4br

Yellow dress:
https://tidd.ly/3XlnAM6

Floral tshirt:
https://tidd.ly/3wR5oPi

Linen shorts (navy and white):
https://tidd.ly/3z05160

Beige trousers:
https://tidd.ly/3yU4l22

Cap:
https://tidd.ly/3VEqVUY

Belts:
https://www.peacocks.co.uk/4404646-br...


Other items worn:
Striped top (similar to what I'm wearing): 
https://tidd.ly/3IU25cC

Green skirt:
https://tidd.ly/3VsleIO

Tan Ted baker bag (similar options):
https://shopstyle.it/l/ccndD
https://shopstyle.it/l/ccndf

Black and white shoes:
https://temu.to/m/e9k45x5c8a5

Beige and navy stripe bag:
https://temu.to/m/e9o2qc6imnl



Emily xx
instagram: @projectmumx

projectmumyt@gmail.com",,00:24:11,2024-06-12T16:01:00.000Z,https://www.youtube.com/watch?v=dvzf79Jrzl8,39,MARKS AND SPENCER HAUL | M&S Clothing Try on Haul Spring/Summer 2024,12400,18704,Project Mum,491
