text,hashtags,duration,date,url,commentsCount,viewCount,title,numberOfSubscribers,channelName,likes
,,00:01:07,2016-12-22T22:34:08.000Z,https://www.youtube.com/watch?v=CX8DYNukdQs,0,8,NEXT haul,411,jk directions,1
"Hi guys, this video is a quick little Next Haul. I ordered a few bits from Next from their new range that were so cute I thought I'd share them. Hope you enjoy. 

♥ LIKE & SUBSCRIBE FOR MORE! ♥

   ♥ Keep up to date with me!
       ♥ Twitter :    / ambermaryuk  
       ♥ Instagram:   / ambermaryuk  ",,00:05:44,2018-02-05T18:00:04.000Z,https://www.youtube.com/watch?v=xqJLINlLrGs,4,725,Next Haul - Quick little Next Haul - Baby Girl Clothes,582,Amber Mary,15
,,00:04:21,2023-02-15T14:10:30.000Z,https://www.youtube.com/watch?v=oXzKNaVYqz4,1,121,NEXT HAUL Home & Fashion 2023 | Next shopping | Next Shop Haul | Next Haul,2080,Chindu’s Creatives,2
"Thankyou for watching. Please LIKE, SHARE & SUBSCRIBE.
Your Queries;-
next 2023
march 2023
next haul 2023
fashion trends 2023
next what's new in 2023
next new in march 2023
shop with me 
next clearance sale
mega sale

#youtube #shoppersworld #video #next #nexthaul #march2023 #nextsale
#whatsnewinnext",,00:12:54,2023-03-28T15:30:06.000Z,https://www.youtube.com/watch?v=KXmnJYxnJJ4,1,742,NEXT CLEARANCE SALE || MARCH 2023 || Come shop with me#next #nexthaul,728,Shoppers world,6
"Music: Sweet Dreams
Musician: BatchBug
URL:   / batchbug  
License: https://creativecommons.org/licenses/...
#next 
next shopping haul
what us new in next
next 2022 shoping haul",,00:04:07,2022-04-18T11:35:00.000Z,https://www.youtube.com/watch?v=ZI9-vZQd7G0,0,748,next haul april 2022 #next come shop with me at next |next summer haul | next haul | april next haul,833,UNAZA TRENDS,4
"WHAT NEW IN NEXT FOR SUMMER / COME SHOP WITH ME AT NEXT / NEXT HAUL
WHAT NEW IN NEXT / COME SHOP WITH ME AT NEXT / NEXT HAUL / NEXT SUMMER COLLECTION 

#NURshoppy
 #nextsale
 #june
 #june2023
#comeshopwithme 
#shopwithme
 #vlog 
#next
#nexthaul

( Check My Other Shopping Vlog ) 

   / @nurshoppy  

Hello everyone I have small business I make scrunchies and sell if you want to check out 

Check out my Shop on EBay here 

https://ebay.co.uk/usr/nurshopuk2

my shop on Etsy 

https://etsy.me/2Qk1Xev

For business inquiries only, please email:
noorullahfabrics@gmail.com

Please  if you like this video don’t forget to subscribe my channel and like video and share my video with your family and friends thank so much for watch","#shopwithme, #comeshopwithme, #june2023",00:10:14,2023-06-16T10:59:00.000Z,https://www.youtube.com/watch?v=WU_HkNYAW5I,0,642,WHAT NEW IN NEXT / COME SHOP WITH ME AT NEXT / NEXT HAUL / NEXT SUMMER COLLECTION,8740,NUR Shoppy,5
,,00:01:36,2022-04-22T11:15:05.000Z,https://www.youtube.com/watch?v=eS9JhEKbzbs,0,4034,next haul | haul | shoping haul next | #next | next summer collection | next party wear for girls,833,UNAZA TRENDS,27
"OPEN FOR THE LINKS 
‍♀️ HIT THE SUBSCRIBE BUTTON IF YOU LOVE IT 

#springhaul #nexthaul #highstreet #coppergarden

Next took me on a little sunshine break and kindly gifted me a whole new wardrobe to wear while I was on holiday.. so I had to share what I got with you! Vlog from the trip coming soon..

White pyjamas: http://bit.ly/2USmyDq
White broderie dress: http://bit.ly/2PKraKL
Pink wide leg trousers: https://rstyle.me/n/djqm3awgpw
Faux croc bag: http://bit.ly/2IRWdne
Linen double breasted blazer: http://bit.ly/2Y2KAxy
Sand colored jeans: http://bit.ly/2Y2Kiqs
Wooden bag: http://bit.ly/2JbLBPq
Buttoned culottes: http://bit.ly/2UYpCxC
Estee Lauder advanced night eye patches: http://bit.ly/2DLBMnR
Estee Lauder advanced night repair serum: http://bit.ly/2USmWlm
Clinique face spf 50: http://bit.ly/2PJ18aA
Burberry lipstick: http://bit.ly/2UQYvVf
Brown suede heels: http://bit.ly/2V8wJbU
Raffia sandals: http://bit.ly/2PGyTcV
Orange tassle sandals: http://bit.ly/2PIliBV
Monochrome heels: http://bit.ly/2Y3EOf4
Wooden box bag: http://bit.ly/2IVeobF
Shell earrings: http://bit.ly/2GXLIwq
Oval raffia natural bag: http://bit.ly/2PJmEvX

Want to shop what's in my wardrobe?  liketoknow.it/coppergarden

——————————————————

EMAIL: coppergarden@live.co.uk

SOCIAL MEDIA
Style and Travel Blog // www.copper-garden.co.uk
Instagram // instagram.com/coppergarden
Twitter // twitter.com/coppergardenx

——————————————————

DISCLAIMER
Next kindly gifted these clothes to me, but I chose them myself and all thoughts and opinions are my own.","#highstreet, #springhaul, #nexthaul",00:12:58,2019-05-02T17:00:01.000Z,https://www.youtube.com/watch?v=CkQO2Q8m-nk,8,4346,Next Spring/Summer Haul (2019),48900,jessmsheppard,66
"""Next"" Haul,What i purchased in 2019 plus the price. NEXT Ladies Dress - Elegant Dress for Women in NEXT Store - U.K.
SUBSCRIBE,    / faralopez  ",,00:01:16,2019-06-07T07:15:00.000Z,https://www.youtube.com/watch?v=oE8sI2Lh3_w,15,662,"""NEXT"" Haul - What i Bought in june 2019",40900,Fara Lopez,19
"Checkmate is an all-in-1 shopping app and mobile Safari extension that helps you save at over 40,000 stores while you shop. The app automatically surfaces all promotions hidden in your email inbox and applies all available discounts for you at checkout, so that you never miss a deal and are always purchasing at the best price.",,00:00:26,2024-04-19T15:24:35.000Z,https://www.youtube.com/watch?v=RyEPv1dRxjg,3,6617,Shopping Hack: Save over $100 on your next haul,10500,Checkmate,7
"Music: Sweet Dreams
Musician: BatchBug
URL:   / batchbug  
License: https://creativecommons.org/licenses/...
#next 
next summer collection",,00:01:40,2022-04-20T11:30:07.000Z,https://www.youtube.com/watch?v=bntl8LrpIiM,0,4403,Next summer haul | #next haul 2022 | Next april haul,833,UNAZA TRENDS,24
Next haul,,00:06:47,2014-07-20T08:13:46.000Z,https://www.youtube.com/watch?v=krIQjld7Jo0,0,93,Next haul,271,nikitawilton123,1
"NEW IN SPRING & SUMMER NEXT HAUL, HAPPY BIRTHDAY TO ME, TESTED, AND STYLED! NOTED AROMAS PERFUME BLOW MY MIND.",,00:37:26,2025-04-23T17:56:23.000Z,https://www.youtube.com/watch?v=KNRO7aPC8gc,2,34,"NEW IN SPRING & SUMMER NEXT HAUL, HAPPY BIRTHDAY TO ME, TESTED, AND STYLED! NOTED AROMAS PERFUME.",27600,Fabulous things official TV,2
"A busy but enjoyable week in the sun, birthday present shopping, visiting the new IKEA store, designing my own jewellery, slow mornings with the kids and some new gardening skills. Please check the bottom of the this description box for info on ads, affiliate links and gifted items.
Click 'SHOW MORE' below

I Saw…
Lottie Leigh 
  / lottieleighlondon  
https://www.lottieleigh.com

I Wore…
Ganni t-shirt  (similar) https://c.klarna.com/al/DS8F/
Rayban sunglasses https://rstyle.me/+LVh8qZe-gDA9GbYRjw...
Next striped vest top https://bit.ly/3YAPOCf
Uniqlo white skirt https://rstyle.me/+JcxSrpvJqjES393qag...
Uniqlo green bag (similar) https://rstyle.me/+Jc_pvUDnNJP-6IUBJI...
Edge of Ember necklace* https://rstyle.me/+zWHLoU525HWdsq5mMa...
Damson Madder pink t-shirt https://rstyle.me/+PgeWA_oI3BXoc3kGqR...
Vuori leggings* https://rstyle.me/+JJcvwaXIpP9_Mscykz...
Sweaty Betty sports bra https://c.klarna.com/al/DS7a/
Lululemon top* (similar) https://c.klarna.com/al/DS7c/

I Bought… 
Next girls beige graphic t-shirt https://bit.ly/3Z7ShnM
Next girls strawberry dress https://bit.ly/4m6oaXK
Next girls sequin top https://bit.ly/3YvXZ2L
Next women's red striped vest top https://bit.ly/3YAPOCf
Next girls 'Bondi' shorts set https://bit.ly/4m4gxRK
Next girls gingham shorts https://bit.ly/4302JPy
Next women's multi-striped dress https://bit.ly/4d7ECDf

I Went… 
Blink Brow Bar @ Liberty* https://www.libertylondon.com/uk/serv...
Broomstick Racers https://www.alexandrapalace.com/whats...

I Mentioned… 
Next Gingham shorts https://bit.ly/44LTZ2b
Next green graphic t-shirt https://bit.ly/437n1Xy
Next red striped dress https://bit.ly/3SpRkUd
Eccentric Molecules perfume https://c.klarna.com/al/DS7I/
Phone crossbody strap* https://rstyle.me/+AGuBPcESRelDwREkIt...
Brompton Bike* https://rstyle.me/+AGuBPcESRelDwREkIt...

Grey's Birthday List...
Guess Who https://rstyle.me/+Prk55xOMi5X5RCV_Tg...
Operation https://rstyle.me/+Xag9zE0D8Gnwt-fSP9...
Chill Factor Slushy Maker https://rstyle.me/+t95ExdoT0ahu8i1yco...
LOL Ball https://rstyle.me/+LKx9QjsBgiFKQDo0PA...
Magic Mixies Cauldron https://rstyle.me/+xFCNfuzcHrddaNyYGb...
7 ft jump rope (similar) https://rstyle.me/+hQG-PmizhJhUsKCNhg...
Gymnastic ribbon https://rstyle.me/+V2DmI9pX7sJyVdQIft...
Gymnastic Beam https://rstyle.me/+lPsExkUU4L9DrhSTsG...
-------------------------------------------------------

Any links that are ‘liketk.it' or ‘amzn.to’ or 'apparl' are ad-affiliate links.
If you purchase something using one of these links, I make a small percentage from that sale. This doesn't affect my opinions. Thanks for your support. 

ad-PR Gifts that are mentioned within the video are marked with *
ad-PR Discounted items are marked with **
Often items are sent to me for free and the brands that send these know that I cannot guarantee them specific coverage. If I don't like an item I have been sent for free I very often just won't mention it, so please know you can still trust my opinion even on gifted items. 

Any paid for advertisements I do, I will mark the thumbnail with AD and write it in the top and bottom of this description box. An AD means I have been paid by a brand to talk specifically about a product or service. I only work with brands I genuinely like and would recommend - watch this video on how I work with brands http://lpebbles.uk/PngWtj 



FIND ME:
Subscribe - http://bit.ly/10dYuIf
Instagram -   / lilypebbles  
Tik Tok -   / lilypebbles  

Disclaimer: 
This video is not an advertisement. 
-------------------------------------------------------------------------------­----------------
How to contact me:
lily@lilypebbles.co.uk
ellie.wilson@ymugroup.com",,00:48:39,2025-05-11T06:00:39.000Z,https://www.youtube.com/watch?v=kIUdAjLjpdM,137,56236,"Visiting the new IKEA, a Next HAUL, GARDENING & time with the FAMILY  | Lily Pebbles",461000,Lily Pebbles,1700
"*Ready to save big on your next SHEIN haul?* 

In this video, I’m sharing my top tips and tricks for finding discount codes on SHEIN so you can get the most out of your shopping experience. Whether you’re a fashionista on a budget or just love a good deal, these strategies will help you snag the hottest styles at unbeatable prices!

 *What You’ll Learn:*
How to sign up for SHEIN’s newsletter for exclusive discounts
Tips for finding codes on the SHEIN app and social media
The best coupon websites and browser extensions to use
How to take advantage of student and military discounts
Bonus tips for earning extra discounts through referrals

With these easy steps, you’ll never have to pay full price on SHEIN again. So get ready to shop smart and look fabulous!

*#SHEIN #DiscountCodes #ShoppingHacks #FashionDeals #SaveMoney*","#SHEIN, #ShoppingHacks, #FashionDeals",00:02:26,2024-09-02T13:11:47.000Z,https://www.youtube.com/watch?v=Ns0vIaXgIjw,0,6,Discount Codes for SHEIN: Save BIG on Your Next Haul!,8,SkillSage,0
Coming in June or July,,00:25:52,2025-05-21T00:15:00.000Z,https://www.youtube.com/watch?v=gWDrWwqu7M0,1,54,Sneak Peek of my next Haul video,919,Matthew108,3
,,00:06:56,2022-08-23T20:13:36.000Z,https://www.youtube.com/watch?v=yhPx4Bp1wyY,0,254,BIG SALE IN NEXT FOR AUGUST 2022 | NEXT HAUL | COME SHOP WITH ME AT NEXT,3060,Window Shopping,4
"Next Haul • Christmas Decor (Part Two): http://tinyurl.com/d8bj6gk

WHAT I AM WEARING
Tee: Topshop: http://rstyle.me/~6Ddd
Hat: Topshop
Nail Polish: Vixen by Revlon: http://rstyle.me/~6oOk

Next Winter Wardrobe • Competition Entry: http://tinyurl.com/bvw7u86

PRODUCTS MENTIONED & PRODUCT LINKS (if available)
Silver Heart Shaped Pot
Silver Mercury Glass Tealights
Candle Holder with Heart Cut Out
Ditsy Heart Bunch: http://tinyurl.com/cys68oe
Willow Heart Baskets: http://tinyurl.com/ccwo8qb
Raspberry Heart Hook: http://tinyurl.com/cys68oe
Padded Hangers: http://tinyurl.com/d373eps
Print Coral Roses Bed Set: http://tinyurl.com/d2wy6gn
Ticking Stripe Fitted Sheet and Pillowcase Set: http://tinyurl.com/d64jhyy
Patchwork Throw: http://tinyurl.com/c9qsx6c
6 Drawer Wooden Jewellery Box
Chest of Draws: http://tinyurl.com/coeuagj
Jewellery Boudoir Hanging Sign: http://tinyurl.com/cxf7u2r
Heart Wall Hooks: http://tinyurl.com/cd89xjw

OTHER LINKS
Blog: http://www.fashionrocksmysocks.com/
Second Channel:    / rhiannonashleeextra  
Twitter:   / fashionrocksms  
Instagram:   / rhiannonashlee  
Facebook: https://www.facebook.com/#!/pages/Fas...
Instagram: rhiannonashlee
Tumblr:   / fashionrocksmysocks  
Pose: http://pose.com/u/rhiannonashlee

MUSIC
Ackryte: Ursa Major",,00:08:06,2012-12-04T06:30:38.000Z,https://www.youtube.com/watch?v=i0r8RayrQ4Y,61,32641,Next Haul • Home Decor (Part One),203000,FashionRocksMySocks,591
"NEXT HAUL 2021, POST LOCKDOWN GLOW UP & POST LOCKDOWN HAUL 2021, I WILL BE SHARING WHATS NEW IN NEXT 2021, BARGAINS YOU CAN CATCH IN THE NEXT SALE OF 2021, EMMA WILLIS HAS A LOVELY CLOTHING COLLECTION IN NEXT AND THIS IS NEXT HAUL IS PERFECT TOO FOR MY PLUS SIZE WOMEN",,00:07:15,2021-04-26T09:00:14.000Z,https://www.youtube.com/watch?v=ftcvsUZvdtI,0,158,NEXT HAUL 2021 | POST LOCKDOWN GLOW UP | POST LOCKDOWN HAUL 2021,1680,Priscilla PTK,8
"Thank you all so much for watching!

New vlogs every day at 9am⭐️

Bibado- https://glnk.io/zymp/oliviaspencer1 ‘JESSE20’ for 20% off your purchase. 

Mama Mio- https://prf.hn/l/BdJRBBo ‘OLIVIASPENCER’ for 25% off your purchase. 

Cuddle Dry Towel- https://cuddledry.com/?ref=rYCIGXixBp... ‘OLIVIASPENCER’ for 10% off. 

INSTA- oliviaspencer1

TIKTOK- oliviaspencer43",,00:31:12,2022-04-10T15:45:21.000Z,https://www.youtube.com/watch?v=pGNMvzRvWQI,12,2421,MINI MINI NEXT HAUL & LOOKING AFTER A BABY WHILST POORLY | DAILY VLOG,7390,OLIVIA,59
"Save labor & money on haul-out & bottom paint costs by extending the interval between your haul-outs! Repeated testing has shown clearly lower & delayed growth of barnacles & hard shells on vessels, both traveling or staying at a dock, regardless of the type & brand of paint used. Reduce your fuel consumption by having clean hulls & reduce harmful emissions. 

Our unique Eco-friendly formula inhibits growth with ingredients that are not toxic to fish life. Does not contain TBT or other toxic ingredients. Our original formula contains less than 0.1% copper when mixed with your paint. Our copper-free formula is suited for aluminum boats and where new regulations ban copper entirely. Our paint  additive will boost the effectiveness of the new regulation-compliant paints that too often lack longevity! 

Easy to mix 2-step instructions: 1. Mix Zwetke Marine Bottom Paint Booster powder with ~1/3 cup /100ml of thinner (compatible/recommended by your paint manufacturer) 2. add to your anti-fouling paint and mix thoroughly (using paddle by hand or drill) Note: Keep mixing paint in your pot every so often to keep paint homogeneous and not let solid ingredients concentrate on the bottom of the can. Works with both hard and ablative antifouling paint.

Be part of our technical research team and get our products RISK-FREE. If you are not satisfied by the results, you will get your money back and if you are satisfied, you will get 50% lifetime discount on re-orders! We seek to improve our formulas for all different aquatic environments and sailing profiles. See full details & registration online.

www.Zwetke.com
https://SavvyLifestyleSolutions.com",,00:01:01,2022-01-23T10:47:58.000Z,https://www.youtube.com/watch?v=_lFk5YR8dls,0,33,Why use Zwetke Antifouling Booster during your next haul-out?,10,Savvy Lifestyle Solutions,0
Today i went to next and bought 5 tops and 1 hoodie make sure to like comment and subscribe thanks ❤️❤️❤️,,00:02:21,2016-03-25T14:02:34.000Z,https://www.youtube.com/watch?v=7YfKhQcptmQ,0,91,Next haul,26,ITZ NICOLE,4
"Thank you all so much for watching!

New vlogs every day at 9am⭐️

Bibado- https://glnk.io/zymp/oliviaspencer1 ‘JESSE20’ for 20% off your purchase. 

Mama Mio- https://prf.hn/l/BdJRBBo ‘OLIVIASPENCER’ for 25% off your purchase. 

Cuddle Dry Towel- https://cuddledry.com/?ref=rYCIGXixBp... ‘OLIVIASPENCER’ for 10% off. 

INSTA- oliviaspencer1

TIKTOK- oliviaspencer43",,00:24:48,2022-06-24T08:00:13.000Z,https://www.youtube.com/watch?v=gcIin3zBehU,20,2595,"NEXT HAUL, NEW CAR & I HAVE SOME NEWS…. | DAILY VLOG",7390,OLIVIA,91
Next Haul Women’s New Collection May 2023 #nexthaulCollection #nextcollection #alvinaalvi,,00:10:09,2023-05-11T13:15:37.000Z,https://www.youtube.com/watch?v=BhsHFH9axzA,5,52,Next Haul Women’s New Collection May 2023 #nexthaulCollection #nextcollection #alvinaalvi,3090,Sam vlogs,0
,,00:04:25,2022-04-21T11:15:01.000Z,https://www.youtube.com/watch?v=mEQ0zHgxQuE,0,897,Next summer haul | Next april haul | Next haul 2022 | what is new in next | Next formal wear #next,833,UNAZA TRENDS,7
"NEXT NEW HOME DECOR COLLECTION || NEXT HAUL UK || SHOP WITH ME  || MAY 2023
Thankyou so much for watching. 
Please LIKE, SHARE & SUBSCRIBE.

#uk 
#shopwithme 
#next 
#nexthaul 
#shoppinghaul 
#vlog 
#fyp 
#foryou 
#shopping 
#cheapest 
#homedecor 
#shoppersworld","#shopwithme, #uk, #homedecor",00:11:53,2023-05-24T11:00:16.000Z,https://www.youtube.com/watch?v=Ed5imlZZ9w8,0,398,NEXT NEW HOME DECOR COLLECTION || NEXT HAUL UK || SHOP WITH ME  || MAY 2023,728,Shoppers world,7
"I am sharing with you my Next Haul and Try on! I picked up some amazing pieces from their newest collection. I love a good suit and Next has some of the most affordable pieces with amazing quality. Hope you love the videos! Thank you so much!

Here are the items in the video 

Grey Emma Willis Pastel Check Double Breasted jacket (size 10)
https://rstyle.me/cz-n/dgmgb6bxyi7

Greg Emma Willis check pastel wide leg trousers (size 6, trousers you can go down a size as they are a big make)
https://rstyle.me/cz-n/dhtpkgbxyi7

Ecru white blazer
https://rstyle.me/cz-n/dgmf79bxyi7

White trousers
https://rstyle.me/cz-n/dgmnshbxyi7

Stone safari jacket 
https://rstyle.me/cz-n/dhtpmhbxyi7

Transparent tote
https://rstyle.me/cz-n/dhjgtebxyi7

Forever comfort lace up trainers 
https://rstyle.me/cz-n/dgby42bxyi7


For Collaboration Inquiries please email me here: 
mgmt@missgunner.com

Website:
www.missgunner.com

Twitter: @missgunnerblog
  / missgunnerblog  

Instagram: @miss_gunner
  / miss_gunner  

Facebook: @missgunnerblog
  / missgunnerblog  

PINTEREST:
https://www.pinterest.co.uk/missgunne... you for watching!

Thank you for watching!

FTC Disclaimer: Not sponsored. All opinions are my own.",,00:08:53,2019-03-22T18:35:19.000Z,https://www.youtube.com/watch?v=zFTaeqkJoBY,20,3364,NEXT HAUL AND TRY ON | SPRING 2019 | MISS GUNNER,4230,Miss Gunner,74
"SHOPPING IN LONDON AND SPRING DRESS HAUL

--------------------------------------------------------------

Products Featured: 

Coco and Eve Hair Oil - https://rstyle.me/+FL0Zduss_V4l2OldIP... 

Coco and Eve Body Whip - https://rstyle.me/+2LCp8VPXA4tHQfcjaY... 


Black Tee - https://rstyle.me/+ggxH12eKDMD20L1Wwa... 
Wide Leg Trousers - https://rstyle.me/+QDedCyg-YEmrElRgnO... 

Half Pearl Necklace” - https://rstyle.me/+sgKpWFmsIKQAxdnAJa... 
Huggies” - https://rstyle.me/+HxYz3K_EhfZoKSX0li... 
Snake Bangle” - https://rstyle.me/+C8YMx6SULDRloDCRZb... 
Silver Chain” - https://rstyle.me/+7qlX5PPutT-CHjFRWn... 
Gold Chain” - https://rstyle.me/+7qlX5PPutT-CHjFRWn... 
Knot Ring” - https://rstyle.me/+NTP677IPO2tPaxCT9j... 
Gold Ring” - https://rstyle.me/+2UTAVvNt3g0-m5b_3F... 
Pandora Me Ring” - https://rstyle.me/+yH-4UZx06aJe8xyltU... 

Superdry Jumper - https://rstyle.me/+ai3FrunPZaRgQMEa_s... 
Pop Leggings - https://rstyle.me/+8wt0fyPzYHze1TNV46... 
Sports Bra - https://rstyle.me/+M2TooP02X6kLXjJKQ2... 

Katie Loxton Gym Bag - https://rstyle.me/+SPksc2YzY14Me98Jc4...

——— 

Karen Millen Shirt Dress - https://rstyle.me/+VLSqGgb08qClrEeeBA... 

Veja Trainers - https://rstyle.me/+Emmapm6yGmOWgcqulS... 

Phase 8 Cropped Jacket - https://rstyle.me/+qDOthRDjaoPZ0_B9CW... 

Mulberry Heritage Bayswater - https://rstyle.me/+p_MkWRzaLY8JM36a3o... 


Jewellery: 
Blue Saphire Earrings” - https://rstyle.me/+TcW37qyM8PWWhXCECU... 
Pearl Bracelet” - https://rstyle.me/+gbIWs2KvJyOmEyZj_s... 
Brilliance Ring” - https://rstyle.me/+XHzb-pKYE2WI7jgFVT... 
Blue birthstone ring” - https://rstyle.me/+4tRhsQSLzD5goNi1lO... 
White birthstone ring” - https://rstyle.me/+4tRhsQSLzD5goNi1lO... 

—— 

Polka Dot Dress - https://www.next.co.uk/style/st180842... 

Black Racer Dress (12) - https://www.next.co.uk/g95560s1/d5066... 

Kaftan Dress (12) - https://www.next.co.uk/g88580s2/c6897... 

White Summer Dress (12) - https://www.next.co.uk/g76560s7/u8026... 

Green Summer Dress (12) - https://www.next.co.uk/g95522s2/c1469... 

Shirt Dress (12 petite) - https://www.next.co.uk/g95156s1/1595y... 


Jewellery” - https://uk.pandora.net/en/?cid=pr:ins...


SUBSCRIBE TO MY NEWSLETTER - https://www.petiteelliee.com/sign-up 
--------------------------------------------------------------

What I’m Wearing: 

Karen Millen Shirt Dress - https://rstyle.me/+VLSqGgb08qClrEeeBA... 

Polka Dot Dress - https://www.next.co.uk/style/st180842... 


Jewellery” - https://uk.pandora.net/en/?cid=pr:ins...


Shop My Instagram - www.liketoknowit/petiteelliee


Please note that I use affiliate links which means I receive a small % of commission from anything bought via the affiliate links below - this does not affect your purchase in any way and is no different to the sales assistant in a shop making a commission on your purchase! 
^ means the product was a PR sample - this doesn’t affect my opinion about them in any way and I wouldn’t ever show you products I wouldn’t spend my own money on
“ means I am undergoing a long term ambassadorship with the brand


--------------------------------------------------------------

Chapters: 

0:00 Intro 
04:36 Spring Styling
07:19 Flower Arranging 
08:33 Work Out Outfit
11:52 GRWM
19:15 Shopping in London
25:41 Goodie Bag Unboxing 
30:09 Dress Haul


--------------------------------------------------------------

Other videos you might like: 

SHOPPING IN LONDON -    • SHOPPING IN LONDON, NEW SPRING STYLE AND L...   

TRANSFORMING MY HAIR MY LIFE AND MY WARDROBE -    • TRANSFORMING MY HAIR, MY LIFE AND MY WARDR...   

SPRING OUTFITS FOR EVERY BUDGET -    • SPRING OUTFITS FOR EVERY BUDGET | PetiteEl...   
 
SUBSCRIBE AND COME BACK FOR MORE 


--------------------------------------------------------------

#londonshopping #shoppinginlondon #nexthaul","#londonshopping, #shoppinginlondon, #nexthaul",00:43:42,2023-05-09T16:00:34.000Z,https://www.youtube.com/watch?v=i0BDQA6SqyE,15,2030,SHOPPING IN LONDON AND SPRING DRESS HAUL | PetiteElliee,20500,Ellie May,72
"Hi everyone! Welcome back and if you are new, a warm welcome to the channel. I started this channel for a variety of reasons some of which may resonate with you - being a carer, a cancer survivor, loss, grief, lack of self esteem and confidence and well, if I can overcome these hurdles so can you and we can share the journey together.  I hope you enjoy this week's video and thank you for taking the time to watch! I am here every Sunday from 7am so lets do All Things Good!

Music: The music in my videos is supplied from Epidemic Sounds.  I pay a monthly subscription to use this royalty free music

How to Contact Me:-
Enquiries: My Email: pollyallthingsgood@gmail.com
My Instagram:   / pollyjohnson54  
My Facebook:   / pollyjohnson  

Amazon Prime Purchases please note that prices may have changed since Prime Days:

Red Satin Ribbon 20mm, 22M Ribbon... https://www.amazon.co.uk/dp/B0BND884P...

Empire Midnight Black Wrapping... https://www.amazon.co.uk/dp/B09L18FSL...

Empire Midnight Black Wrapping... https://www.amazon.co.uk/dp/B09L18FSL...

Maybelline New York Lash... https://www.amazon.co.uk/dp/B08WR5CPN...

Echo Dot (5th generation, 2022... https://www.amazon.co.uk/dp/B09B96TG3...

NEXT PURCHASES:-

https://fhwt.app.link/l2BI3q2arBb

https://fhwt.app.link/dOZKjrWCjBb

https://fhwt.app.link/OKLq9eDcrBb

https://fhwt.app.link/9wjWiMbplBb

https://fhwt.app.link/VB63rTpbrBb",,00:39:05,2023-07-16T06:00:02.000Z,https://www.youtube.com/watch?v=3GVaUccFi60,38,1684,NEXT HAUL-SAVING MONEY ON GROCERIES AT LIDL & MORRISONS & AMAZON PRIME DEALS,1940,Polly Johnson - All Things Good!,143
"Hi I'm Kira and welcome to my channel . I am a 30 something lush obsessed mama of three girls and partner to Scott of 9 years- wow that is a long time! 

You will find weekly Vlogs here, day in the life's, hauls ,unboxings , reviews , beauty hauls and everything in between :) 

If you like our channel then please stick around- hit that subscribe button and become part of this lovely bunch that we are here :) 

WHERE TO FIND US 
----------------------------------------------------------------------------------
Instagram ~   / kira_hutt  
Facebook ~   / unconventionalkira  
My blog ~ http://unconventionalkira.co.uk/
Pinterest ~   / kira_hutt  
Twitter ~ @Huttkira
Google + ~ https://plus.google.com/u/0/+kirahutt
-----------------------------------------------------------------------------------
CONTACT US 
Email  ~ Kirahutt@gmail.com  
-----------------------------------------------------------------------------------",,00:12:48,2018-02-16T17:01:50.000Z,https://www.youtube.com/watch?v=eZVrPbnDxe0,2,272,HUGE NEXT HAUL | GIRLS,2690,Kira Hutt,10
"Hi Guys, so I took a chance and ordered some things from Next after I had galloped through the store a while ago.  I am disappointed by the results but also I laughed so hard I needed Tena lady pants love fawn xxx",,00:21:05,2021-10-29T18:22:16.000Z,https://www.youtube.com/watch?v=yLh82FUaiQo,196,13890,"Next Haul, looking for some winter cosiness",7040,fawn figures it out,766
"NEXT NEW WOMEN COLLECTION MAY 2023 ||SHOP WITH ME|| NEXT HAUL UK || BUDGET SHOPPING
Thankyou so much for watching. 
Please LIKE, SHARE & SUBSCRIBE.

#next 
#vlog 
#shopping 
#shoppinghaul  
 #nexthaul 
#spring2023  
 #summer2023 
#comeshopwithme 
 #shopwithme 
#whatsnewinnext 
#may2023 
 #fyp 
#haul","#shopwithme, #comeshopwithme, #haul",00:11:34,2023-05-27T15:00:11.000Z,https://www.youtube.com/watch?v=JN9PEIYy7Us,0,242,NEXT NEW WOMEN COLLECTION MAY 2023 ||SHOP WITH ME|| NEXT HAUL UK || BUDGET SHOPPING,728,Shoppers world,7
"NEXT Haul Part 2

I hope you enjoy part 2 of my NEXT Haul xx",,00:03:57,2015-06-24T10:23:36.000Z,https://www.youtube.com/watch?v=KaImaGuphes,2,186,NEXT Haul Part 2 | Summer 2015,23000,Samantha Jaelle,16
